programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00926,REAGAN COUNTY ISD,Educational Institution,Public,18,4,192-901,REAGAN,3,0,3,2021-08-01T00:00:00.000,2034,0,4652,0,0,5008.7200,0.0000,20085.0100,0.0000,0.0000,25093.7300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00672,ANSON ISD,Educational Institution,Public,14,1,127-901,JONES,3,0,3,2020-12-01T00:00:00.000,5255,0,5500,0,0,11876.3000,0.0000,19800.0000,0.0000,0.0000,31676.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00154,LOS FRESNOS CONS ISD,Educational Institution,Public,1,5,031-906,CAMERON,29,15,14,2021-01-01T00:00:00.000,86157,0,92535,0,0,194714.8200,0.0000,333126.0000,0.0000,0.0000,527840.8200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00293,COOPER ISD,Educational Institution,Public,8,2,060-902,DELTA,3,1,2,2021-06-01T00:00:00.000,743,0,1347,0,0,1679.1800,0.0000,4849.2000,0.0000,0.0000,6528.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00322,CISCO ISD,Educational Institution,Public,14,1,067-902,EASTLAND,3,0,3,2021-08-01T00:00:00.000,2216,0,4644,0,0,5456.9000,0.0000,20050.4700,0.0000,0.0000,25507.3700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00523,HUMBLE ISD,Educational Institution,Public,4,3,101-913,HARRIS,45,0,45,2021-02-01T00:00:00.000,77743,0,186643,0,0,168097.9000,0.0000,668181.9400,0.0000,0.0000,836279.8400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00104,HOOKS ISD,Educational Institution,Public,8,2,019-902,BOWIE,3,0,3,2020-12-01T00:00:00.000,2875,0,5929,0,0,6497.5000,0.0000,21344.4000,0.0000,0.0000,27841.9000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00823,NOCONA ISD,Educational Institution,Public,9,2,169-902,MONTAGUE,4,1,3,2021-08-01T00:00:00.000,4535,0,4063,0,0,11167.4300,0.0000,17542.0000,0.0000,0.0000,28709.4300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01206,SACRED HEART CHURCH,Private Non Profit Organization,Private,3,3,143-,LAVACA,1,0,1,2021-08-01T00:00:00.000,0,0,2773,0,0,0.0000,0.0000,11972.4200,0.0000,0.0000,11972.4200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00038,BEEVILLE ISD,Educational Institution,Public,2,5,013-901,BEE,5,0,5,2021-09-01T00:00:00.000,29879,0,43823,0,0,73577.0300,0.0000,189205.8000,0.0000,0.0000,262782.8300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00516,CROSBY ISD,Educational Institution,Public,4,3,101-906,HARRIS,8,1,7,2021-05-01T00:00:00.000,29219,0,49385,0,0,66034.9400,0.0000,177786.0000,0.0000,0.0000,243820.9400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00987,STRATFORD ISD,Educational Institution,Public,16,1,211-902,SHERMAN,4,1,3,2021-05-01T00:00:00.000,2286,0,6872,0,0,5166.3600,0.0000,24739.2000,0.0000,0.0000,29905.5600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00080,EDGEWOOD ISD-SAN ANTONIO,Educational Institution,Public,20,4,015-905,BEXAR,35,17,18,2020-12-01T00:00:00.000,40150,0,44346,0,0,90739.0000,0.0000,159645.6000,0.0000,0.0000,250384.6000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00276,DALLAS ISD,Educational Institution,Public,10,2,057-905,DALLAS,224,224,0,2021-05-01T00:00:00.000,937517,0,1235336,0,0,2115809.9200,0.0000,4447209.6000,0.0000,0.0000,6563019.5200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00177,JACKSONVILLE ISD,Educational Institution,Public,7,2,037-904,CHEROKEE,8,0,8,2021-05-01T00:00:00.000,53138,0,65543,0,0,120091.8800,0.0000,235954.8000,0.0000,0.0000,356046.6800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00667,JOSHUA ISD,Educational Institution,Public,11,2,126-905,JOHNSON,13,3,10,2020-12-01T00:00:00.000,18872,0,44072,0,0,42650.7200,0.0000,158659.2000,0.0000,0.0000,201309.9200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00646,VALENTINE ISD,Educational Institution,Public,18,1,122-902,JEFF DAVIS,1,0,1,2021-08-01T00:00:00.000,264,0,0,0,0,650.1000,0.0000,0.0000,0.0000,0.0000,650.1000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00319,BENAVIDES ISD,Educational Institution,Public,2,5,066-901,DUVAL,2,0,2,2021-06-01T00:00:00.000,1374,0,1376,0,0,3105.2400,0.0000,4953.6000,0.0000,0.0000,8058.8400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00352,TORNILLO ISD,Educational Institution,Public,19,1,071-908,EL PASO,4,0,4,2021-08-01T00:00:00.000,7670,0,14385,0,0,18887.3700,0.0000,62107.2300,0.0000,0.0000,80994.6000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00578,VALLEY VIEW ISD-PHARR,Educational Institution,Public,1,5,108-916,HIDALGO,16,8,8,2021-02-01T00:00:00.000,43647,0,43732,0,0,98642.2200,0.0000,157435.2000,0.0000,0.0000,256077.4200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01141,VERNON ISD,Educational Institution,Public,9,2,244-903,WILBARGER,6,1,5,2021-01-01T00:00:00.000,11810,0,15824,0,0,26690.6000,0.0000,56966.4000,0.0000,0.0000,83657.0000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00868,CALALLEN ISD,Educational Institution,Public,2,5,178-903,NUECES,6,1,5,2020-11-01T00:00:00.000,21943,0,35362,0,0,49591.1800,0.0000,127303.2000,0.0000,0.0000,176894.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00431,WHITESBORO ISD,Educational Institution,Public,10,2,091-909,GRAYSON,5,1,4,2020-12-01T00:00:00.000,9593,0,11485,0,0,21680.1800,0.0000,41346.0000,0.0000,0.0000,63026.1800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00827,FORESTBURG ISD,Educational Institution,Public,9,2,169-910,MONTAGUE,1,0,1,2021-01-01T00:00:00.000,2072,0,2119,0,0,4682.7200,0.0000,7586.0200,0.0000,0.0000,12268.7400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00203,PRINCETON ISD,Educational Institution,Public,10,2,043-911,COLLIN,10,0,10,2021-09-01T00:00:00.000,42923,0,90760,0,0,105697.8800,0.0000,391856.3000,0.0000,0.0000,497554.1800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00847,MARTINSVILLE ISD,Educational Institution,Public,7,3,174-909,NACOGDOCHES,1,0,1,2021-03-01T00:00:00.000,3485,0,5459,0,0,7876.1000,0.0000,19652.4000,0.0000,0.0000,27528.5000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00036,SEYMOUR ISD,Educational Institution,Public,9,2,012-901,BAYLOR,2,0,2,2021-01-01T00:00:00.000,3825,0,6056,0,0,8644.5000,0.0000,21801.6000,0.0000,0.0000,30446.1000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00835,NEW CANEY ISD,Educational Institution,Public,6,3,170-908,MONTGOMERY,19,0,19,2021-02-01T00:00:00.000,89291,0,147703,0,0,175078.4800,0.0000,531730.8000,0.0000,0.0000,706809.2800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,81,41,40,2021-02-01T00:00:00.000,231693,0,232130,0,0,523626.1800,0.0000,835668.0000,0.0000,0.0000,1359294.1800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00834,SPLENDORA ISD,Educational Institution,Public,6,3,170-907,MONTGOMERY,6,0,6,2021-02-01T00:00:00.000,23129,0,36084,0,0,50512.5600,0.0000,129902.4000,0.0000,0.0000,180414.9600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00432,WHITEWRIGHT ISD,Educational Institution,Public,10,2,091-910,GRAYSON,2,2,0,2020-12-01T00:00:00.000,3661,0,6182,0,0,8273.8600,0.0000,22255.2000,0.0000,0.0000,30529.0600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00589,BLUM ISD,Educational Institution,Public,12,2,109-913,HILL,2,1,1,2020-12-01T00:00:00.000,2370,0,2460,0,0,5356.2000,0.0000,8856.0000,0.0000,0.0000,14212.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00811,MILANO ISD,Educational Institution,Public,6,2,166-903,MILAM,3,0,3,2021-09-01T00:00:00.000,2271,0,5745,0,0,5592.3300,0.0000,24804.0300,0.0000,0.0000,30396.3600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00775,BRADY ISD,Educational Institution,Public,15,4,160-901,MCCULLOCH,3,0,3,2021-09-01T00:00:00.000,8653,0,9652,0,0,21308.0100,0.0000,41672.5100,0.0000,0.0000,62980.5200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00184,PETROLIA ISD,Educational Institution,Public,9,2,039-903,CLAY,2,0,2,2021-01-01T00:00:00.000,4540,0,4654,0,0,10260.4000,0.0000,16754.4000,0.0000,0.0000,27014.8000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00667,JOSHUA ISD,Educational Institution,Public,11,2,126-905,JOHNSON,10,0,10,2021-09-01T00:00:00.000,28173,0,72702,0,0,69376.0100,0.0000,313890.8800,0.0000,0.0000,383266.8900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00679,RUNGE ISD,Educational Institution,Public,3,4,128-903,KARNES,1,0,1,2021-07-01T00:00:00.000,98,0,101,0,0,241.3200,0.0000,436.0600,0.0000,0.0000,677.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00834,SPLENDORA ISD,Educational Institution,Public,6,3,170-907,MONTGOMERY,6,0,6,2021-03-01T00:00:00.000,26665,0,42123,0,0,58256.0200,0.0000,151642.8000,0.0000,0.0000,209898.8200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01198,AMIKIDS RIO GRANDE VALLEY,Private Non Profit Organization,RCCI,1,5,031-,CAMERON,1,0,1,2021-08-01T00:00:00.000,161,0,162,0,0,396.4600,0.0000,699.4300,0.0000,0.0000,1095.8900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00242,DALHART ISD,Educational Institution,Public,16,1,056-901,DALLAM,4,0,4,2021-08-01T00:00:00.000,6512,0,8945,0,0,16035.8000,0.0000,38620.0300,0.0000,0.0000,54655.8300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00766,STANTON ISD,Educational Institution,Public,18,1,156-902,MARTIN,3,0,3,2021-04-01T00:00:00.000,7224,0,13068,0,0,16326.2400,0.0000,47044.8000,0.0000,0.0000,63371.0400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00694,INGRAM ISD,Educational Institution,Public,20,4,133-904,KERR,3,1,2,2021-03-01T00:00:00.000,13148,0,13335,0,0,29714.4800,0.0000,48006.0000,0.0000,0.0000,77720.4800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00090,NORTHSIDE ISD-SAN ANTONIO,Educational Institution,Public,20,4,015-915,BEXAR,166,51,115,2020-12-01T00:00:00.000,229728,0,381863,0,0,508957.0000,0.0000,1374706.8000,0.0000,0.0000,1883663.8000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00783,LA VEGA ISD,Educational Institution,Public,12,2,161-906,MCLENNAN,11,6,5,2021-01-01T00:00:00.000,20406,0,30176,0,0,46117.5600,0.0000,108633.6000,0.0000,0.0000,154751.1600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00162,GROOM ISD,Educational Institution,Public,16,1,033-901,CARSON,1,0,1,2021-09-01T00:00:00.000,499,0,1055,0,0,1228.7800,0.0000,4554.9600,0.0000,0.0000,5783.7400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00275,CEDAR HILL ISD,Educational Institution,Public,10,2,057-904,DALLAS,16,5,11,2021-06-01T00:00:00.000,9290,0,21399,0,0,20995.4000,0.0000,77036.4000,0.0000,0.0000,98031.8000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00023,LYTLE ISD,Educational Institution,Public,20,4,007-904,ATASCOSA,4,1,3,2021-04-01T00:00:00.000,17975,0,26622,0,0,40623.5000,0.0000,95839.2000,0.0000,0.0000,136462.7000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00446,NAVASOTA ISD,Educational Institution,Public,6,3,093-904,GRIMES,6,0,6,2021-09-01T00:00:00.000,22296,0,43543,0,0,54903.8900,0.0000,187996.9000,0.0000,0.0000,242900.7900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00158,SANTA MARIA ISD,Educational Institution,Public,1,5,031-913,CAMERON,2,1,1,2021-02-01T00:00:00.000,7925,0,7925,0,0,14978.2500,0.0000,28530.0000,0.0000,0.0000,43508.2500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00708,NORTH LAMAR ISD,Educational Institution,Public,8,2,139-911,LAMAR,6,0,6,2021-08-01T00:00:00.000,7004,0,13544,0,0,17247.3500,0.0000,58476.2200,0.0000,0.0000,75723.5700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00169,QUEEN CITY ISD,Educational Institution,Public,8,2,034-907,CASS,3,0,3,2021-03-01T00:00:00.000,5073,0,10884,0,0,11464.9800,0.0000,39182.4000,0.0000,0.0000,50647.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01032,WHITE SETTLEMENT ISD,Educational Institution,Public,11,2,220-920,TARRANT,9,1,8,2021-02-01T00:00:00.000,14167,0,46562,0,0,32017.4200,0.0000,167623.2000,0.0000,0.0000,199640.6200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00199,FRISCO ISD,Educational Institution,Public,10,2,043-905,COLLIN,73,3,70,2020-12-01T00:00:00.000,79290,0,259107,0,0,156929.1700,0.0000,927603.0600,0.0000,0.0000,1084532.2300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00646,VALENTINE ISD,Educational Institution,Public,18,1,122-902,JEFF DAVIS,2,1,1,2020-11-01T00:00:00.000,709,0,0,0,0,1340.0100,0.0000,0.0000,0.0000,0.0000,1340.0100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00441,SABINE ISD,Educational Institution,Public,7,2,092-906,GREGG,1,1,0,2021-06-01T00:00:00.000,1620,0,1688,0,0,3661.2000,0.0000,6076.8000,0.0000,0.0000,9738.0000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00104,HOOKS ISD,Educational Institution,Public,8,2,019-902,BOWIE,3,0,3,2020-11-01T00:00:00.000,3303,0,6558,0,0,7464.7800,0.0000,23608.8000,0.0000,0.0000,31073.5800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00612,BIG SPRING ISD,Educational Institution,Public,18,1,114-901,HOWARD,12,3,9,2021-04-01T00:00:00.000,33923,0,51684,0,0,76665.9800,0.0000,186062.4000,0.0000,0.0000,262728.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00357,STEPHENVILLE ISD,Educational Institution,Public,11,2,072-903,ERATH,7,1,6,2021-02-01T00:00:00.000,9563,0,26378,0,0,21612.3800,0.0000,94960.8000,0.0000,0.0000,116573.1800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01233,ST ANTHONY SCHOOL,Private Non Profit Organization,Private,2,5,178-,NUECES,1,0,1,2021-09-01T00:00:00.000,1677,0,1754,0,0,4129.6100,0.0000,7572.8900,0.0000,0.0000,11702.5000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00671,GODLEY ISD,Educational Institution,Public,11,2,126-911,JOHNSON,5,1,4,2021-02-01T00:00:00.000,6200,0,15073,0,0,14012.0000,0.0000,54262.8000,0.0000,0.0000,68274.8000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00924,RAINS ISD,Educational Institution,Public,7,2,190-903,RAINS,4,0,4,2021-05-01T00:00:00.000,9814,0,21142,0,0,22179.6400,0.0000,76111.2000,0.0000,0.0000,98290.8400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00958,HEMPHILL ISD,Educational Institution,Public,7,3,202-903,SABINE,3,0,3,2021-09-01T00:00:00.000,4337,0,9032,0,0,10679.8600,0.0000,38995.6600,0.0000,0.0000,49675.5200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00692,HUNT ISD,Educational Institution,Public,20,4,133-902,KERR,1,0,1,2021-08-01T00:00:00.000,175,0,766,0,0,430.9300,0.0000,3307.2000,0.0000,0.0000,3738.1300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00743,FOLLETT ISD,Educational Institution,Public,16,1,148-902,LIPSCOMB,1,0,1,2021-08-01T00:00:00.000,767,0,1348,0,0,1888.7300,0.0000,5819.9900,0.0000,0.0000,7708.7200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01154,TAYLOR ISD,Educational Institution,Public,13,4,246-911,WILLIAMSON,5,5,0,2021-04-01T00:00:00.000,37956,0,36007,0,0,85780.5600,0.0000,129625.2000,0.0000,0.0000,215405.7600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00152,HARLINGEN CONS ISD,Educational Institution,Public,1,5,031-903,CAMERON,30,0,30,2021-09-01T00:00:00.000,170171,0,260282,0,0,419046.0800,0.0000,1123767.5300,0.0000,0.0000,1542813.6100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00899,WEATHERFORD ISD,Educational Institution,Public,11,2,184-903,PARKER,2,2,0,2021-06-01T00:00:00.000,10670,0,10850,0,0,24114.2000,0.0000,39060.0000,0.0000,0.0000,63174.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00044,BARTLETT ISD,Educational Institution,Public,12,2,014-902,BELL,2,1,1,2020-11-01T00:00:00.000,5610,0,6610,0,0,10602.9000,0.0000,23796.0000,0.0000,0.0000,34398.9000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01697,PRESBYTERIAN PAN AMERICAN SCHOOL,Private Non Profit Organization,Private,2,5,137-,KLEBERG,1,0,1,2021-09-01T00:00:00.000,1367,0,1411,0,0,3366.2300,0.0000,6091.9900,0.0000,0.0000,9458.2200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01148,GEORGETOWN ISD,Educational Institution,Public,13,4,246-904,WILLIAMSON,17,0,17,2021-04-01T00:00:00.000,64773,0,98735,0,0,130264.9700,0.0000,355446.0000,0.0000,0.0000,485710.9700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00520,GALENA PARK ISD,Educational Institution,Public,4,3,101-910,HARRIS,46,23,23,2020-10-01T00:00:00.000,152174,0,167248,0,0,343913.2400,0.0000,602092.8000,0.0000,0.0000,946006.0400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00178,RUSK ISD,Educational Institution,Public,7,2,037-907,CHEROKEE,6,1,5,2020-11-01T00:00:00.000,16484,0,19421,0,0,37253.8400,0.0000,69915.6000,0.0000,0.0000,107169.4400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00331,AVALON ISD,Educational Institution,Public,10,2,070-901,ELLIS,1,0,1,2021-05-01T00:00:00.000,1581,0,3220,0,0,3573.0600,0.0000,11592.0000,0.0000,0.0000,15165.0600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00961,BROADDUS ISD,Educational Institution,Public,7,3,203-902,SAN AUGUSTINE,2,0,2,2021-09-01T00:00:00.000,5467,0,5756,0,0,13462.4800,0.0000,24851.5300,0.0000,0.0000,38314.0100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00822,BOWIE ISD,Educational Institution,Public,9,2,169-901,MONTAGUE,3,0,3,2020-11-01T00:00:00.000,9312,0,10037,0,0,21045.1200,0.0000,36133.2000,0.0000,0.0000,57178.3200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00388,STAFFORD MSD,Educational Institution,Public,4,3,079-910,FORT BEND,9,5,4,2021-06-01T00:00:00.000,17038,0,20401,0,0,38505.8800,0.0000,73443.6000,0.0000,0.0000,111949.4800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00867,BISHOP CONS ISD,Educational Institution,Public,2,5,178-902,NUECES,7,2,5,2021-01-01T00:00:00.000,16985,0,16985,0,0,38386.1000,0.0000,61146.0000,0.0000,0.0000,99532.1000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00705,CHISUM ISD,Educational Institution,Public,8,2,139-905,LAMAR,3,0,3,2021-09-01T00:00:00.000,7262,0,12687,0,0,17882.6700,0.0000,54776.1200,0.0000,0.0000,72658.7900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00867,BISHOP CONS ISD,Educational Institution,Public,2,5,178-902,NUECES,5,0,5,2021-08-01T00:00:00.000,7954,0,7363,0,0,19586.7200,0.0000,31789.7500,0.0000,0.0000,51376.4700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00546,SAN MARCOS CONS ISD,Educational Institution,Public,13,4,105-902,HAYS,19,7,12,2021-08-01T00:00:00.000,17598,0,37673,0,0,43335.0700,0.0000,162653.1700,0.0000,0.0000,205988.2400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01112,HUNTSVILLE ISD,Educational Institution,Public,6,3,236-902,WALKER,10,2,8,2021-01-01T00:00:00.000,33433,0,42650,0,0,75558.5800,0.0000,153540.0000,0.0000,0.0000,229098.5800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01086,ORE CITY ISD,Educational Institution,Public,7,2,230-903,UPSHUR,4,1,3,2021-08-01T00:00:00.000,3204,0,5261,0,0,7889.8500,0.0000,22714.3600,0.0000,0.0000,30604.2100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00737,LIBERTY ISD,Educational Institution,Public,5,3,146-906,LIBERTY,1,1,0,2021-07-01T00:00:00.000,2889,0,3095,0,0,7114.1600,0.0000,13362.6600,0.0000,0.0000,20476.8200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00372,TRENTON ISD,Educational Institution,Public,10,2,074-912,FANNIN,1,1,0,2021-06-01T00:00:00.000,308,0,308,0,0,582.1200,0.0000,1102.6400,0.0000,0.0000,1684.7600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00671,GODLEY ISD,Educational Institution,Public,11,2,126-911,JOHNSON,5,1,4,2020-11-01T00:00:00.000,8923,0,20410,0,0,20165.9800,0.0000,73476.0000,0.0000,0.0000,93641.9800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00619,CADDO MILLS ISD,Educational Institution,Public,10,2,116-901,HUNT,4,0,4,2021-08-01T00:00:00.000,3498,0,10202,0,0,8613.8200,0.0000,44047.1300,0.0000,0.0000,52660.9500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00633,IRION CO ISD,Educational Institution,Public,15,4,118-902,IRION,2,0,2,2021-08-01T00:00:00.000,1250,0,1667,0,0,3078.1200,0.0000,7197.2700,0.0000,0.0000,10275.3900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01181,OLNEY ISD,Educational Institution,Public,9,2,252-903,YOUNG,3,0,3,2021-09-01T00:00:00.000,8616,0,9601,0,0,21216.9000,0.0000,41452.3100,0.0000,0.0000,62669.2100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00697,BRACKETT ISD,Educational Institution,Public,20,4,136-901,KINNEY,3,1,2,2021-08-01T00:00:00.000,796,0,2387,0,0,1960.1500,0.0000,10305.8700,0.0000,0.0000,12266.0200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00512,HARMONY PUBLIC SCHOOLS,Educational Institution,Charter,4,3,101-862,HARRIS,12,6,6,2021-02-01T00:00:00.000,1636,0,3938,0,0,3697.3600,0.0000,14176.8000,0.0000,0.0000,17874.1600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01143,LASARA ISD,Educational Institution,Public,1,5,245-901,WILLACY,2,1,1,2021-01-01T00:00:00.000,3172,0,3172,0,0,7168.7200,0.0000,11419.2000,0.0000,0.0000,18587.9200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01153,ROUND ROCK ISD,Educational Institution,Public,13,4,246-909,WILLIAMSON,61,8,53,2021-05-01T00:00:00.000,126705,0,226440,0,0,272160.8400,0.0000,810655.2000,0.0000,0.0000,1082816.0400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01022,KELLER ISD,Educational Institution,Public,11,2,220-907,TARRANT,46,5,41,2021-04-01T00:00:00.000,126601,0,269029,0,0,270003.6500,0.0000,963123.8200,0.0000,0.0000,1233127.4700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00099,VALLEY MILLS ISD,Educational Institution,Public,12,2,018-904,BOSQUE,4,0,4,2020-11-01T00:00:00.000,2271,0,5674,0,0,5132.4600,0.0000,20426.4000,0.0000,0.0000,25558.8600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00113,ANGLETON ISD,Educational Institution,Public,4,3,020-902,BRAZORIA,9,9,0,2020-10-01T00:00:00.000,46419,0,68685,0,0,104906.9400,0.0000,247266.0000,0.0000,0.0000,352172.9400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00158,SANTA MARIA ISD,Educational Institution,Public,1,5,031-913,CAMERON,2,1,1,2020-10-01T00:00:00.000,10960,0,10960,0,0,20714.4000,0.0000,39456.0000,0.0000,0.0000,60170.4000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00424,BELLS ISD,Educational Institution,Public,10,2,091-901,GRAYSON,3,1,2,2020-12-01T00:00:00.000,4598,0,6437,0,0,10391.4800,0.0000,23044.4600,0.0000,0.0000,33435.9400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00925,CANYON ISD,Educational Institution,Public,16,1,191-901,RANDALL,18,0,18,2021-09-01T00:00:00.000,39706,0,107568,0,0,97776.0200,0.0000,464424.8400,0.0000,0.0000,562200.8600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00919,RIVER ROAD ISD,Educational Institution,Public,16,1,188-902,POTTER,4,0,4,2021-08-01T00:00:00.000,4698,0,9401,0,0,11568.8200,0.0000,40588.8100,0.0000,0.0000,52157.6300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00026,BELLVILLE ISD,Educational Institution,Public,6,3,008-901,AUSTIN,5,0,5,2021-08-01T00:00:00.000,3847,0,13814,0,0,9473.2300,0.0000,59641.9400,0.0000,0.0000,69115.1700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00575,WESLACO ISD,Educational Institution,Public,1,5,108-913,HIDALGO,25,25,0,2021-05-01T00:00:00.000,169808,0,179912,0,0,383766.0800,0.0000,647683.2000,0.0000,0.0000,1031449.2800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00920,HIGHLAND PARK ISD,Educational Institution,Public,16,1,188-903,POTTER,4,1,3,2021-01-01T00:00:00.000,12432,0,11703,0,0,28096.3200,0.0000,42130.8000,0.0000,0.0000,70227.1200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00730,OAKWOOD ISD,Educational Institution,Public,6,3,145-907,LEON,2,0,2,2021-08-01T00:00:00.000,1448,0,1721,0,0,3565.7000,0.0000,7430.4100,0.0000,0.0000,10996.1100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00693,KERRVILLE ISD,Educational Institution,Public,20,4,133-903,KERR,10,1,9,2020-12-01T00:00:00.000,17543,0,36078,0,0,39647.1800,0.0000,129880.8000,0.0000,0.0000,169527.9800
