programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00517,CYPRESS-FAIRBANKS ISD,Educational Institution,Public,4,3,101-907,HARRIS,99,17,82,2021-08-01T00:00:00.000,193613,0,483546,0,0,476772.0000,0.0000,2087709.8500,0.0000,0.0000,2564481.8500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01112,HUNTSVILLE ISD,Educational Institution,Public,6,3,236-902,WALKER,10,2,8,2021-03-01T00:00:00.000,39449,0,49429,0,0,89154.7400,0.0000,177944.4000,0.0000,0.0000,267099.1400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00515,CHANNELVIEW ISD,Educational Institution,Public,4,3,101-905,HARRIS,13,0,13,2021-08-01T00:00:00.000,14575,0,43021,0,0,35890.9300,0.0000,185743.1600,0.0000,0.0000,221634.0900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00999,GLEN ROSE ISD,Educational Institution,Public,11,2,213-901,SOMERVELL,4,0,4,2020-11-01T00:00:00.000,7386,0,15293,0,0,16692.3600,0.0000,55054.8000,0.0000,0.0000,71747.1600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00855,MILDRED ISD,Educational Institution,Public,12,2,175-910,NAVARRO,2,0,2,2021-08-01T00:00:00.000,3637,0,6454,0,0,8956.1100,0.0000,27865.1400,0.0000,0.0000,36821.2500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00867,BISHOP CONS ISD,Educational Institution,Public,2,5,178-902,NUECES,7,2,5,2020-11-01T00:00:00.000,18665,0,18665,0,0,42182.9000,0.0000,67194.0000,0.0000,0.0000,109376.9000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00634,BRYSON ISD,Educational Institution,Public,9,2,119-901,JACK,1,0,1,2021-05-01T00:00:00.000,1916,0,2377,0,0,4330.1600,0.0000,8509.6600,0.0000,0.0000,12839.8200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00275,CEDAR HILL ISD,Educational Institution,Public,10,2,057-904,DALLAS,11,0,11,2021-08-01T00:00:00.000,24856,0,51434,0,0,61207.9000,0.0000,222066.2900,0.0000,0.0000,283274.1900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00572,PROGRESO ISD,Educational Institution,Public,1,5,108-910,HIDALGO,2,2,0,2021-08-01T00:00:00.000,8056,0,8151,0,0,19837.9000,0.0000,35191.9400,0.0000,0.0000,55029.8400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00918,AMARILLO ISD,Educational Institution,Public,16,1,188-901,POTTER,73,19,54,2021-03-01T00:00:00.000,182284,0,308619,0,0,411292.1400,0.0000,1111028.4000,0.0000,0.0000,1522320.5400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00628,BOLES ISD,Educational Institution,Public,10,2,116-916,HUNT,1,0,1,2021-08-01T00:00:00.000,1564,0,3817,0,0,3851.3500,0.0000,16479.8900,0.0000,0.0000,20331.2400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00215,COMAL ISD,Educational Institution,Public,20,4,046-902,COMAL,39,9,30,2020-12-01T00:00:00.000,52399,0,171714,0,0,112586.4700,0.0000,614736.1200,0.0000,0.0000,727322.5900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00999,GLEN ROSE ISD,Educational Institution,Public,11,2,213-901,SOMERVELL,5,1,4,2021-04-01T00:00:00.000,10288,0,21435,0,0,23250.8800,0.0000,77166.0000,0.0000,0.0000,100416.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00049,SALADO ISD,Educational Institution,Public,12,2,014-908,BELL,3,0,3,2021-08-01T00:00:00.000,2449,0,7827,0,0,6030.6600,0.0000,33793.0700,0.0000,0.0000,39823.7300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00200,MCKINNEY ISD,Educational Institution,Public,10,2,043-907,COLLIN,29,2,27,2020-11-01T00:00:00.000,54846,0,128373,0,0,121387.4900,0.0000,459575.3400,0.0000,0.0000,580962.8300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00148,BAIRD ISD,Educational Institution,Public,14,1,030-903,CALLAHAN,2,0,2,2021-05-01T00:00:00.000,3156,0,3465,0,0,7132.5600,0.0000,12474.0000,0.0000,0.0000,19606.5600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00059,ACADEMY OF AMERICA DBA BEXAR COUNTY ACADEMY,Educational Institution,Charter,20,4,015-809,BEXAR,1,0,1,2021-07-01T00:00:00.000,420,0,463,0,0,1034.2500,0.0000,1999.0000,0.0000,0.0000,3033.2500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00779,RAPOPORT ACADEMY,Educational Institution,Charter,12,2,161-802,MCLENNAN,1,1,0,2021-06-01T00:00:00.000,584,0,630,0,0,1319.8400,0.0000,2268.0000,0.0000,0.0000,3587.8400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00569,MERCEDES ISD,Educational Institution,Public,1,5,108-907,HIDALGO,9,9,0,2021-01-01T00:00:00.000,50041,0,54393,0,0,113092.6600,0.0000,195814.8000,0.0000,0.0000,308907.4600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00224,VALLEY VIEW ISD-VALLEY VIEW,Educational Institution,Public,11,2,049-903,COOKE,3,0,3,2021-05-01T00:00:00.000,5308,0,10091,0,0,11996.0800,0.0000,36327.6000,0.0000,0.0000,48323.6800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00488,"HOUSTON GATEWAY ACADEMY, INC.",Educational Institution,Charter,4,3,101-828,HARRIS,3,1,2,2021-02-01T00:00:00.000,3740,0,17856,0,0,8030.6000,0.0000,64281.6000,0.0000,0.0000,72312.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01141,VERNON ISD,Educational Institution,Public,9,2,244-903,WILBARGER,6,1,5,2021-02-01T00:00:00.000,9991,0,14735,0,0,22579.6600,0.0000,53046.0000,0.0000,0.0000,75625.6600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00869,CORPUS CHRISTI ISD,Educational Institution,Public,2,5,178-904,NUECES,70,13,57,2020-10-01T00:00:00.000,142480,0,187018,0,0,322004.8000,0.0000,673264.8000,0.0000,0.0000,995269.6000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00815,GOLDTHWAITE ISD,Educational Institution,Public,12,2,167-901,MILLS,3,0,3,2021-02-01T00:00:00.000,1226,0,2321,0,0,2770.7600,0.0000,8355.6000,0.0000,0.0000,11126.3600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00655,SABINE PASS ISD,Educational Institution,Public,5,3,123-913,JEFFERSON,1,0,1,2021-08-01T00:00:00.000,938,0,2063,0,0,2309.8200,0.0000,8907.0000,0.0000,0.0000,11216.8200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00005,PALESTINE ISD,Educational Institution,Public,7,2,001-907,ANDERSON,6,2,4,2021-05-01T00:00:00.000,838,0,1165,0,0,1837.2700,0.0000,4194.0000,0.0000,0.0000,6031.2700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00216,COMANCHE ISD,Educational Institution,Public,14,1,047-901,COMANCHE,1,0,1,2021-06-01T00:00:00.000,923,0,1669,0,0,2085.9800,0.0000,6008.4000,0.0000,0.0000,8094.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00220,EDEN CONS ISD,Educational Institution,Public,15,4,048-901,CONCHO,1,0,1,2021-02-01T00:00:00.000,710,0,1623,0,0,1604.6000,0.0000,5842.8000,0.0000,0.0000,7447.4000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00806,MIDLAND ACADEMY CHARTER SCHOOL,Educational Institution,Charter,18,1,165-802,MIDLAND,1,0,1,2021-09-01T00:00:00.000,5037,0,4740,0,0,12403.6100,0.0000,20464.9500,0.0000,0.0000,32868.5600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00304,NORTHWEST ISD,Educational Institution,Public,11,2,061-911,DENTON,28,3,25,2020-11-01T00:00:00.000,44632,0,113086,0,0,93025.4300,0.0000,404847.8800,0.0000,0.0000,497873.3100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00662,LA GLORIA ISD,Educational Institution,Public,2,5,125-906,JIM WELLS,2,1,1,2021-02-01T00:00:00.000,451,0,388,0,0,1019.2600,0.0000,1396.8000,0.0000,0.0000,2416.0600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00337,PALMER ISD,Educational Institution,Public,10,2,070-910,ELLIS,3,0,3,2021-09-01T00:00:00.000,8589,0,15535,0,0,21150.4100,0.0000,67072.3600,0.0000,0.0000,88222.7700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00031,BANDERA ISD,Educational Institution,Public,20,4,010-902,BANDERA,7,3,4,2021-01-01T00:00:00.000,13005,0,21870,0,0,29391.3000,0.0000,78732.0000,0.0000,0.0000,108123.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00159,SANTA ROSA ISD,Educational Institution,Public,1,5,031-914,CAMERON,4,1,3,2020-12-01T00:00:00.000,3808,0,3838,0,0,8606.0800,0.0000,13816.8000,0.0000,0.0000,22422.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00096,CLIFTON ISD,Educational Institution,Public,12,2,018-901,BOSQUE,3,0,3,2021-08-01T00:00:00.000,2561,0,6073,0,0,6306.4600,0.0000,26220.1700,0.0000,0.0000,32526.6300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00409,CLEAR CREEK ISD,Educational Institution,Public,4,3,084-910,GALVESTON,67,30,37,2020-11-01T00:00:00.000,54109,0,169180,0,0,117995.8200,0.0000,605664.4000,0.0000,0.0000,723660.2200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00813,THORNDALE ISD,Educational Institution,Public,13,2,166-905,MILAM,4,1,3,2021-02-01T00:00:00.000,3335,0,5329,0,0,7516.0100,0.0000,19184.4000,0.0000,0.0000,26700.4100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00178,RUSK ISD,Educational Institution,Public,7,2,037-907,CHEROKEE,1,1,0,2021-06-01T00:00:00.000,5836,0,7193,0,0,13189.3600,0.0000,25894.8000,0.0000,0.0000,39084.1600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00299,KRUM ISD,Educational Institution,Public,11,2,061-905,DENTON,6,1,5,2021-05-01T00:00:00.000,6305,0,20330,0,0,14225.6200,0.0000,72781.4000,0.0000,0.0000,87007.0200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00671,GODLEY ISD,Educational Institution,Public,11,2,126-911,JOHNSON,5,0,5,2021-06-01T00:00:00.000,4313,0,11593,0,0,9747.3800,0.0000,41734.8000,0.0000,0.0000,51482.1800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00691,CENTER POINT ISD,Educational Institution,Public,20,4,133-901,KERR,3,0,3,2021-08-01T00:00:00.000,734,0,1941,0,0,1807.4700,0.0000,8380.2600,0.0000,0.0000,10187.7300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00096,CLIFTON ISD,Educational Institution,Public,12,2,018-901,BOSQUE,5,2,3,2020-10-01T00:00:00.000,5825,0,10888,0,0,13164.5000,0.0000,39196.8000,0.0000,0.0000,52361.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00108,SIMMS ISD,Educational Institution,Public,8,2,019-909,BOWIE,3,0,3,2021-03-01T00:00:00.000,1737,0,5751,0,0,3925.6200,0.0000,20703.6000,0.0000,0.0000,24629.2200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00606,SULPHUR BLUFF ISD,Educational Institution,Public,8,2,112-910,HOPKINS,1,0,1,2020-11-01T00:00:00.000,1858,0,2443,0,0,4199.0800,0.0000,8794.8000,0.0000,0.0000,12993.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,8,3,5,2021-01-01T00:00:00.000,30546,0,30546,0,0,69033.9600,0.0000,109965.6000,0.0000,0.0000,178999.5600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01021,GRAPEVINE-COLLEYVILLE ISD,Educational Institution,Public,11,2,220-906,TARRANT,16,0,16,2021-09-01T00:00:00.000,32490,0,100163,0,0,80006.6200,0.0000,432453.7500,0.0000,0.0000,512460.3700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00787,MOODY ISD,Educational Institution,Public,12,2,161-910,MCLENNAN,5,1,4,2021-05-01T00:00:00.000,6111,0,7092,0,0,13516.7100,0.0000,25531.2000,0.0000,0.0000,39047.9100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01130,SHAMROCK ISD,Educational Institution,Public,16,1,242-902,WHEELER,4,1,3,2020-11-01T00:00:00.000,1011,0,1325,0,0,2284.8600,0.0000,4770.0000,0.0000,0.0000,7054.8600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01088,HARMONY ISD,Educational Institution,Public,7,2,230-905,UPSHUR,4,1,3,2021-09-01T00:00:00.000,4623,0,11793,0,0,11384.1300,0.0000,50916.2700,0.0000,0.0000,62300.4000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00662,LA GLORIA ISD,Educational Institution,Public,2,5,125-906,JIM WELLS,2,1,1,2020-10-01T00:00:00.000,629,0,629,0,0,1421.5400,0.0000,2264.4000,0.0000,0.0000,3685.9400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00929,AVERY ISD,Educational Institution,Public,8,2,194-902,RED RIVER,2,0,2,2021-09-01T00:00:00.000,3427,0,4937,0,0,8438.9800,0.0000,21315.4900,0.0000,0.0000,29754.4700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00287,DAWSON ISD-WELCH,Educational Institution,Public,17,1,058-902,DAWSON,1,0,1,2021-06-01T00:00:00.000,302,0,394,0,0,682.5200,0.0000,1410.5200,0.0000,0.0000,2093.0400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00347,FABENS ISD,Educational Institution,Public,19,1,071-903,EL PASO,8,4,4,2020-11-01T00:00:00.000,6344,0,6404,0,0,14337.4400,0.0000,23054.4000,0.0000,0.0000,37391.8400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00826,PRAIRIE VALLEY ISD,Educational Institution,Public,9,2,169-909,MONTAGUE,2,0,2,2021-09-01T00:00:00.000,1047,0,1654,0,0,2578.2300,0.0000,7141.1400,0.0000,0.0000,9719.3700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00712,OLTON ISD,Educational Institution,Public,17,1,140-905,LAMB,3,0,3,2021-09-01T00:00:00.000,8949,0,7596,0,0,22036.9100,0.0000,32795.7300,0.0000,0.0000,54832.6400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00296,DENTON ISD,Educational Institution,Public,11,2,061-901,DENTON,42,4,38,2021-04-01T00:00:00.000,144767,0,295073,0,0,320308.8100,0.0000,1062262.8000,0.0000,0.0000,1382571.6100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00304,NORTHWEST ISD,Educational Institution,Public,11,2,061-911,DENTON,28,3,25,2020-12-01T00:00:00.000,44377,0,114627,0,0,92300.0200,0.0000,410364.6600,0.0000,0.0000,502664.6800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00838,DAINGERFIELD-LONE STAR ISD,Educational Institution,Public,8,2,172-902,MORRIS,4,0,4,2021-08-01T00:00:00.000,3115,0,6388,0,0,7670.6800,0.0000,27580.1900,0.0000,0.0000,35250.8700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00671,GODLEY ISD,Educational Institution,Public,11,2,126-911,JOHNSON,4,0,4,2021-09-01T00:00:00.000,14520,0,32477,0,0,35755.5000,0.0000,140219.4400,0.0000,0.0000,175974.9400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00332,ENNIS ISD,Educational Institution,Public,10,2,070-903,ELLIS,10,0,10,2021-03-01T00:00:00.000,53182,0,58230,0,0,120191.3200,0.0000,209628.0000,0.0000,0.0000,329819.3200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00990,ARP ISD,Educational Institution,Public,7,2,212-901,SMITH,3,0,3,2020-11-01T00:00:00.000,3268,0,8102,0,0,7385.6800,0.0000,29167.2000,0.0000,0.0000,36552.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00484,AMIGOS POR VIDA--FRIENDS FOR LIFE,Educational Institution,Charter,4,3,101-819,HARRIS,1,0,1,2021-06-01T00:00:00.000,738,0,1336,0,0,1394.8200,0.0000,4809.6000,0.0000,0.0000,6204.4200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00636,PERRIN-WHITT CONS ISD,Educational Institution,Public,9,2,119-903,JACK,2,0,2,2021-01-01T00:00:00.000,2587,0,4171,0,0,5846.6200,0.0000,15015.6000,0.0000,0.0000,20862.2200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00924,RAINS ISD,Educational Institution,Public,7,2,190-903,RAINS,4,0,4,2020-11-01T00:00:00.000,6542,0,13170,0,0,14079.3300,0.0000,47412.0000,0.0000,0.0000,61491.3300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00391,TEAGUE ISD,Educational Institution,Public,12,2,081-904,FREESTONE,3,1,2,2021-02-01T00:00:00.000,3541,0,7285,0,0,8002.6600,0.0000,26226.0000,0.0000,0.0000,34228.6600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00324,GORMAN ISD,Educational Institution,Public,14,1,067-904,EASTLAND,4,1,3,2021-01-01T00:00:00.000,541,0,1634,0,0,1222.6600,0.0000,5882.4000,0.0000,0.0000,7105.0600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00129,BROOKS COUNTY ISD,Educational Institution,Public,1,5,024-901,BROOKS,5,1,4,2021-02-01T00:00:00.000,21293,0,22622,0,0,48122.1800,0.0000,81439.2000,0.0000,0.0000,129561.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00357,STEPHENVILLE ISD,Educational Institution,Public,11,2,072-903,ERATH,7,1,6,2021-04-01T00:00:00.000,14412,0,41736,0,0,32571.1200,0.0000,150249.6000,0.0000,0.0000,182820.7200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00113,ANGLETON ISD,Educational Institution,Public,4,3,020-902,BRAZORIA,9,0,9,2021-09-01T00:00:00.000,31519,0,62070,0,0,77615.5300,0.0000,267987.2200,0.0000,0.0000,345602.7500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00584,ITASCA ISD,Educational Institution,Public,12,2,109-907,HILL,3,0,3,2021-03-01T00:00:00.000,4057,0,6589,0,0,9168.8200,0.0000,23720.4000,0.0000,0.0000,32889.2200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00791,AXTELL ISD,Educational Institution,Public,12,2,161-918,MCLENNAN,1,1,0,2021-06-01T00:00:00.000,881,0,0,0,0,1991.0600,0.0000,0.0000,0.0000,0.0000,1991.0600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00409,CLEAR CREEK ISD,Educational Institution,Public,4,3,084-910,GALVESTON,64,27,37,2021-01-01T00:00:00.000,65286,0,213497,0,0,142596.5000,0.0000,764319.2600,0.0000,0.0000,906915.7600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00898,SPRINGTOWN ISD,Educational Institution,Public,11,2,184-902,PARKER,7,1,6,2020-11-01T00:00:00.000,8501,0,24782,0,0,19212.2600,0.0000,89215.2000,0.0000,0.0000,108427.4600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00031,BANDERA ISD,Educational Institution,Public,20,4,010-902,BANDERA,6,2,4,2021-03-01T00:00:00.000,15711,0,24192,0,0,35506.8600,0.0000,87091.2000,0.0000,0.0000,122598.0600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00157,SAN BENITO CONS ISD,Educational Institution,Public,1,5,031-912,CAMERON,59,43,16,2020-11-01T00:00:00.000,140070,0,139298,0,0,316558.2000,0.0000,501472.8000,0.0000,0.0000,818031.0000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00993,TROUP ISD,Educational Institution,Public,7,2,212-904,SMITH,3,0,3,2021-04-01T00:00:00.000,11342,0,12367,0,0,25632.9200,0.0000,44521.2000,0.0000,0.0000,70154.1200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00149,EULA ISD,Educational Institution,Public,14,1,030-906,CALLAHAN,3,0,3,2021-03-01T00:00:00.000,3505,0,6055,0,0,7921.3000,0.0000,21798.0000,0.0000,0.0000,29719.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01143,LASARA ISD,Educational Institution,Public,1,5,245-901,WILLACY,2,1,1,2021-02-01T00:00:00.000,4766,0,4766,0,0,10771.1600,0.0000,17157.6000,0.0000,0.0000,27928.7600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00867,BISHOP CONS ISD,Educational Institution,Public,2,5,178-902,NUECES,7,2,5,2021-03-01T00:00:00.000,22507,0,22507,0,0,50865.8200,0.0000,81025.2000,0.0000,0.0000,131891.0200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00151,BROWNSVILLE ISD,Educational Institution,Public,1,5,031-901,CAMERON,67,25,42,2021-07-01T00:00:00.000,83063,0,89962,0,0,204542.6300,0.0000,388410.9300,0.0000,0.0000,592953.5600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00859,DEWEYVILLE ISD,Educational Institution,Public,5,3,176-903,NEWTON,2,0,2,2021-08-01T00:00:00.000,1644,0,2335,0,0,4048.3500,0.0000,10081.3600,0.0000,0.0000,14129.7100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01109,VICTORIA ISD,Educational Institution,Public,3,3,235-902,VICTORIA,22,0,22,2021-02-01T00:00:00.000,41222,0,80112,0,0,93161.7200,0.0000,288403.2000,0.0000,0.0000,381564.9200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00705,CHISUM ISD,Educational Institution,Public,8,2,139-905,LAMAR,3,0,3,2021-08-01T00:00:00.000,2479,0,5563,0,0,6104.5300,0.0000,24018.2500,0.0000,0.0000,30122.7800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00974,SCHLEICHER ISD,Educational Institution,Public,15,4,207-901,SCHLEICHER,3,0,3,2021-09-01T00:00:00.000,4348,0,4968,0,0,10706.9500,0.0000,21449.3400,0.0000,0.0000,32156.2900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00159,SANTA ROSA ISD,Educational Institution,Public,1,5,031-914,CAMERON,4,1,3,2021-03-01T00:00:00.000,6236,0,6603,0,0,14093.3600,0.0000,23770.8000,0.0000,0.0000,37864.1600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00887,GORDON ISD,Educational Institution,Public,11,2,182-901,PALO PINTO,1,0,1,2021-05-01T00:00:00.000,1184,0,1808,0,0,2675.8400,0.0000,6508.8000,0.0000,0.0000,9184.6400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00233,JONESBORO ISD,Educational Institution,Public,12,2,050-909,CORYELL,1,0,1,2021-01-01T00:00:00.000,2147,0,2893,0,0,4852.2200,0.0000,10414.8000,0.0000,0.0000,15267.0200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00467,SILSBEE ISD,Educational Institution,Public,5,3,100-904,HARDIN,4,0,4,2021-08-01T00:00:00.000,8051,0,21120,0,0,19825.5800,0.0000,91185.6000,0.0000,0.0000,111011.1800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01155,THRALL ISD,Educational Institution,Public,13,4,246-912,WILLIAMSON,4,1,3,2020-10-01T00:00:00.000,2809,0,5518,0,0,6322.0700,0.0000,19754.4400,0.0000,0.0000,26076.5100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00639,INDUSTRIAL ISD,Educational Institution,Public,3,3,120-905,JACKSON,4,0,4,2021-09-01T00:00:00.000,7400,0,10905,0,0,18222.4900,0.0000,47082.3300,0.0000,0.0000,65304.8200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00944,ROCKWALL ISD,Educational Institution,Public,10,2,199-901,ROCKWALL,28,6,22,2021-04-01T00:00:00.000,38396,0,140585,0,0,82165.8700,0.0000,503294.3000,0.0000,0.0000,585460.1700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00918,AMARILLO ISD,Educational Institution,Public,16,1,188-901,POTTER,20,10,10,2021-06-01T00:00:00.000,49042,0,49122,0,0,110834.9200,0.0000,176839.2000,0.0000,0.0000,287674.1200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00661,PREMONT ISD,Educational Institution,Public,2,5,125-905,JIM WELLS,3,1,2,2021-03-01T00:00:00.000,6586,0,8835,0,0,14884.3600,0.0000,31806.0000,0.0000,0.0000,46690.3600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00626,CAMPBELL ISD,Educational Institution,Public,10,2,116-910,HUNT,3,1,2,2021-05-01T00:00:00.000,1736,0,2943,0,0,3923.3600,0.0000,10594.8000,0.0000,0.0000,14518.1600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00910,FORT STOCKTON ISD,Educational Institution,Public,18,1,186-902,PECOS,5,5,0,2020-12-01T00:00:00.000,4712,0,9319,0,0,10649.1200,0.0000,33548.4000,0.0000,0.0000,44197.5200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00676,STAMFORD ISD,Educational Institution,Public,14,1,127-906,JONES,3,1,2,2021-01-01T00:00:00.000,5973,0,5401,0,0,13498.9800,0.0000,19443.6000,0.0000,0.0000,32942.5800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01101,EDGEWOOD ISD-EDGEWOOD,Educational Institution,Public,7,2,234-903,VAN ZANDT,2,0,2,2020-10-01T00:00:00.000,10636,0,13312,0,0,23533.7900,0.0000,47923.2000,0.0000,0.0000,71456.9900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00119,DAMON ISD,Educational Institution,Public,4,3,020-910,BRAZORIA,1,0,1,2021-04-01T00:00:00.000,1669,0,1344,0,0,3771.9400,0.0000,4838.4000,0.0000,0.0000,8610.3400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00523,HUMBLE ISD,Educational Institution,Public,4,3,101-913,HARRIS,45,0,45,2020-12-01T00:00:00.000,93684,0,221428,0,0,203117.7900,0.0000,792712.2400,0.0000,0.0000,995830.0300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00233,JONESBORO ISD,Educational Institution,Public,12,2,050-909,CORYELL,1,0,1,2021-05-01T00:00:00.000,2806,0,3083,0,0,6341.5600,0.0000,11098.8000,0.0000,0.0000,17440.3600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,05830,Meadow Oaks Education Foundation,Educational Institution,Charter,10,2,057-850,HUNT,5,1,4,2021-09-01T00:00:00.000,6928,0,20368,0,0,17060.1900,0.0000,87938.8400,0.0000,0.0000,104999.0300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00421,MCLEAN ISD,Educational Institution,Public,16,1,090-903,GRAY,1,0,1,2020-12-01T00:00:00.000,1128,0,1283,0,0,2549.2800,0.0000,4618.8000,0.0000,0.0000,7168.0800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00678,KENEDY ISD,Educational Institution,Public,3,4,128-902,KARNES,3,0,3,2021-09-01T00:00:00.000,4519,0,8327,0,0,11128.0300,0.0000,35951.8200,0.0000,0.0000,47079.8500
