programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00294,FANNINDEL ISD,Educational Institution,Public,8,2,060-914,DELTA,2,2,2022-03-01T00:00:00.000,1229,0,1957,0,0,2912.73,0,8082.41,0,0,10995.14
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00702,KNOX CITY-O'BRIEN ISD,Educational Institution,Public,9,1,138-902,KNOX,1,1,2022-01-01T00:00:00.000,3121,0,3051,0,0,7396.77,0,12600.63,0,0,19997.4
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00829,"TEXAS SERENITY ACADEMY (CONROE,TX)",Educational Institution,Charter,4,3,170-801,MONTGOMERY,1,1,2022-03-01T00:00:00.000,3110,0,4092,0,0,7370.7,0,16899.96,0,0,24270.66
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00015,CENTRAL ISD,Educational Institution,Public,7,3,003-907,ANGELINA,2,1,2021-11-01T00:00:00.000,6174,0,15791,0,0,13829.76,0,61742.81,0,0,75572.57
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00845,WODEN ISD,Educational Institution,Public,7,3,174-906,NACOGDOCHES,3,3,2021-12-01T00:00:00.000,2628,0,7034,0,0,5886.72,0,27502.94,0,0,33389.66
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00504,BakerRipley,Educational Institution,Charter,4,3,101-853,HARRIS,4,4,2021-11-01T00:00:00.000,8106,0,11433,0,0,18157.44,0,44703.03,0,0,62860.47
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00275,CEDAR HILL ISD,Educational Institution,Public,10,2,057-904,DALLAS,12,12,2022-02-01T00:00:00.000,29786,0,59149,0,0,70592.82,0,244285.37,0,0,314878.19
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00673,HAMLIN ISD,Educational Institution,Public,14,1,127-903,JONES,2,2,2021-10-01T00:00:00.000,3529,0,4693,0,0,7904.96,0,18349.63,0,0,26254.59
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01001,SAN ISIDRO ISD,Educational Institution,Public,1,5,214-902,STARR,2,2,2022-02-01T00:00:00.000,2690,0,2892,0,0,6375.3,0,11943.96,0,0,18319.26
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00284,RICHARDSON ISD,Educational Institution,Public,10,2,057-916,DALLAS,54,44,2021-12-01T00:00:00.000,100697,0,244281,0,0,225561.28,0,955138.71,0,0,1180699.99
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00251,ACADEMY OF AMERICA DBA ACADEMY OF DALLAS,Educational Institution,Charter,10,2,057-810,DALLAS,1,1,2022-04-01T00:00:00.000,2247,0,3961,0,0,5325.39,0,16358.93,0,0,21684.32
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00774,EAGLE PASS ISD,Educational Institution,Public,20,4,159-901,MAVERICK,24,24,2022-04-01T00:00:00.000,206323,0,167088,0,0,488985.51,0,690073.44,0,0,1179058.95
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01152,LIBERTY HILL ISD,Educational Institution,Public,13,4,246-908,WILLIAMSON,8,8,2021-10-01T00:00:00.000,17540,0,69151,0,0,39289.6,0,270380.41,0,0,309670.01
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00276,DALLAS ISD,Educational Institution,Public,10,2,057-905,DALLAS,225,0,2021-10-01T00:00:00.000,1031637,0,1802433,0,0,2310866.88,0,7047513.03,0,0,9358379.91
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00995,WHITEHOUSE ISD,Educational Institution,Public,7,2,212-906,SMITH,7,7,2022-04-01T00:00:00.000,28762,0,59039,0,0,68165.94,0,243831.07,0,0,311997.01
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00761,NEW HOME ISD,Educational Institution,Public,17,1,153-905,LYNN,1,1,2022-04-01T00:00:00.000,1371,0,5916,0,0,3249.27,0,24433.08,0,0,27682.35
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00993,TROUP ISD,Educational Institution,Public,7,2,212-904,SMITH,3,3,2022-04-01T00:00:00.000,11702,0,13974,0,0,27733.74,0,57712.62,0,0,85446.36
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00388,STAFFORD MSD,Educational Institution,Public,4,3,079-910,FORT BEND,5,5,2022-01-01T00:00:00.000,23889,0,44982,0,0,56616.93,0,185775.66,0,0,242392.59
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00719,MOULTON ISD,Educational Institution,Public,3,3,143-902,LAVACA,2,2,2022-03-01T00:00:00.000,2778,0,4083,0,0,6583.86,0,16862.79,0,0,23446.65
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00447,RICHARDS ISD,Educational Institution,Public,6,3,093-905,GRIMES,1,1,2022-03-01T00:00:00.000,1329,0,2817,0,0,3149.73,0,11634.21,0,0,14783.94
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00319,BENAVIDES ISD,Educational Institution,Public,2,5,066-901,DUVAL,2,2,2022-02-01T00:00:00.000,2886,0,3525,0,0,6839.82,0,14558.25,0,0,21398.07
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00033,ELGIN ISD,Educational Institution,Public,13,4,011-902,BASTROP,7,7,2021-12-01T00:00:00.000,37355,0,46783,0,0,83675.2,0,182921.53,0,0,266596.73
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00301,AUBREY ISD,Educational Institution,Public,11,2,061-907,DENTON,5,5,2022-05-01T00:00:00.000,18036,0,35800,0,0,42745.32,0,147854,0,0,190599.32
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00741,MEXIA ISD,Educational Institution,Public,12,2,147-903,LIMESTONE,2,2,2022-06-01T00:00:00.000,709,0,2405,0,0,1680.33,0,9932.65,0,0,11612.98
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00135,BROOKESMITH ISD,Educational Institution,Public,15,1,025-908,BROWN,1,1,2021-10-01T00:00:00.000,2484,0,2081,0,0,5564.16,0,8136.71,0,0,13700.87
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00171,HART ISD,Educational Institution,Public,16,1,035-902,CASTRO,2,2,2022-05-01T00:00:00.000,2667,0,2680,0,0,6320.79,0,11068.4,0,0,17389.19
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00615,FT HANCOCK ISD,Educational Institution,Public,19,1,115-901,HUDSPETH,3,3,2022-04-01T00:00:00.000,5031,0,5795,0,0,11923.47,0,23933.35,0,0,35856.82
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00876,FLOUR BLUFF ISD,Educational Institution,Public,2,5,178-914,NUECES,6,6,2021-12-01T00:00:00.000,24815,0,39434,0,0,55585.6,0,154186.94,0,0,209772.54
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00508,HARMONY PUBLIC SCHOOLS,Educational Institution,Charter,4,3,101-858,HARRIS,9,9,2021-12-01T00:00:00.000,14199,0,33020,0,0,31805.76,0,129108.2,0,0,160913.96
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,Public,6,3,170-906,MONTGOMERY,16,16,2022-05-01T00:00:00.000,63034,0,127044,0,0,149390.58,0,524691.72,0,0,674082.3
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00635,JACKSBORO ISD,Educational Institution,Public,9,2,119-902,JACK,3,3,2021-10-01T00:00:00.000,10078,0,13191,0,0,22574.72,0,51576.81,0,0,74151.53
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01145,RAYMONDVILLE ISD,Educational Institution,Public,1,5,245-903,WILLACY,5,5,2022-06-01T00:00:00.000,9382,0,11525,0,0,22235.34,0,47598.25,0,0,69833.59
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00229,SIVELLS BEND ISD,Educational Institution,Public,11,2,049-909,COOKE,1,1,2022-01-01T00:00:00.000,834,0,893,0,0,1976.58,0,3688.09,0,0,5664.67
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00959,WEST SABINE ISD,Educational Institution,Public,7,3,202-905,SABINE,2,2,2022-04-01T00:00:00.000,3532,0,5968,0,0,8370.84,0,24647.84,0,0,33018.68
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00108,SIMMS ISD,Educational Institution,Public,8,2,019-909,BOWIE,3,3,2021-12-01T00:00:00.000,976,0,3100,0,0,2186.24,0,12121,0,0,14307.24
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00428,SHERMAN ISD,Educational Institution,Public,10,2,091-906,GRAYSON,13,13,2021-10-01T00:00:00.000,67957,0,108024,0,0,152223.68,0,422373.84,0,0,574597.52
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00541,HASKELL CISD,Educational Institution,Public,14,1,104-901,HASKELL,1,1,2022-06-01T00:00:00.000,0,0,927,0,0,0,0,3828.51,0,0,3828.51
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00286,COPPELL ISD,Educational Institution,Public,10,2,057-922,DALLAS,11,11,2022-03-01T00:00:00.000,17229,0,63713,0,0,40832.73,0,263134.69,0,0,303967.42
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00459,HAMILTON ISD,Educational Institution,Public,12,2,097-902,HAMILTON,3,3,2022-05-01T00:00:00.000,7197,0,8279,0,0,17056.89,0,34192.27,0,0,51249.16
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00320,SAN DIEGO ISD,Educational Institution,Public,2,5,066-902,DUVAL,3,2,2022-05-01T00:00:00.000,17628,0,22889,0,0,41778.36,0,94531.57,0,0,136309.93
2021-2022,SUMMERSSOCEREIMBURSEMENTS,06459,Lone Star Success Academy,Educational Institution,RCCI,11,2,,HOOD,1,1,2022-04-01T00:00:00.000,1549,0,1538,0,0,3671.13,0,6351.94,0,0,10023.07
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00165,ATLANTA ISD,Educational Institution,Public,8,2,034-901,CASS,4,4,2022-02-01T00:00:00.000,11020,0,17285,0,0,26117.4,0,71387.05,0,0,97504.45
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00393,DEW ISD,Educational Institution,Public,12,2,081-906,FREESTONE,1,1,2022-06-01T00:00:00.000,144,0,159,0,0,341.28,0,656.67,0,0,997.95
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00035,MCDADE ISD,Educational Institution,Public,13,4,011-905,BASTROP,2,2,2022-05-01T00:00:00.000,1846,0,4434,0,0,4375.02,0,18312.42,0,0,22687.44
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00302,SANGER ISD,Educational Institution,Public,11,2,061-908,DENTON,6,6,2022-05-01T00:00:00.000,19614,0,34138,0,0,46485.18,0,140989.94,0,0,187475.12
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00709,PRAIRILAND ISD,Educational Institution,Public,8,2,139-912,LAMAR,4,4,2022-01-01T00:00:00.000,6490,0,9294,0,0,15381.3,0,38384.22,0,0,53765.52
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00575,WESLACO ISD,Educational Institution,Public,1,5,108-913,HIDALGO,19,0,2021-12-01T00:00:00.000,103864,0,129984,0,0,232655.36,0,508237.44,0,0,740892.8
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00962,COLDSPRING-OAKHURST CISD,Educational Institution,Public,6,3,204-901,SAN JACINTO,4,4,2022-05-01T00:00:00.000,13436,0,22889,0,0,31843.32,0,94531.57,0,0,126374.89
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00633,IRION CO ISD,Educational Institution,Public,15,4,118-902,IRION,2,2,2022-04-01T00:00:00.000,3149,0,3847,0,0,7463.13,0,15888.11,0,0,23351.24
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00971,SAN SABA ISD,Educational Institution,Public,15,2,206-901,SAN SABA,3,3,2021-11-01T00:00:00.000,2727,0,5532,0,0,6108.48,0,21630.12,0,0,27738.6
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00202,PLANO ISD,Educational Institution,Public,10,2,043-910,COLLIN,75,74,2022-02-01T00:00:00.000,138872,0,432327,0,0,329126.64,0,1785510.51,0,0,2114637.15
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00953,MOUNT ENTERPRISE ISD,Educational Institution,Public,7,2,201-907,RUSK,2,2,2021-12-01T00:00:00.000,2861,0,4549,0,0,6408.64,0,17786.59,0,0,24195.23
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00975,HERMLEIGH ISD,Educational Institution,Public,14,1,208-901,SCURRY,1,1,2022-03-01T00:00:00.000,2318,0,2436,0,0,5493.66,0,10060.68,0,0,15554.34
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00195,ALLEN ISD,Educational Institution,Public,10,2,043-901,COLLIN,21,21,2021-10-01T00:00:00.000,33929,0,144715,0,0,76000.96,0,565835.65,0,0,641836.61
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00668,KEENE ISD,Educational Institution,Public,11,2,126-906,JOHNSON,4,4,2021-11-01T00:00:00.000,7806,0,12412,0,0,17485.44,0,48530.92,0,0,66016.36
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01044,WOODSON ISD,Educational Institution,Public,9,1,224-902,THROCKMORTON,1,1,2021-12-01T00:00:00.000,924,0,746,0,0,2069.76,0,2916.86,0,0,4986.62
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00714,SUDAN ISD,Educational Institution,Public,17,1,140-908,LAMB,2,2,2022-03-01T00:00:00.000,3116,0,5293,0,0,7384.92,0,21860.09,0,0,29245.01
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00928,LEAKEY ISD,Educational Institution,Public,20,4,193-902,REAL,1,1,2022-01-01T00:00:00.000,1493,0,2567,0,0,3538.41,0,10601.71,0,0,14140.12
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00297,LEWISVILLE ISD,Educational Institution,Public,11,2,061-902,DENTON,66,66,2022-03-01T00:00:00.000,193250,0,508228,0,0,458002.5,0,2098981.64,0,0,2556984.14
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00390,FAIRFIELD ISD,Educational Institution,Public,12,2,081-902,FREESTONE,4,4,2021-10-01T00:00:00.000,5950,0,15352,0,0,13328,0,60026.32,0,0,73354.32
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00198,FARMERSVILLE ISD,Educational Institution,Public,10,2,043-904,COLLIN,4,4,2022-05-01T00:00:00.000,11519,0,24588,0,0,27300.03,0,101548.44,0,0,128848.47
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00265,GOLDEN RULE SCHOOLS INC.,Educational Institution,Charter,10,2,057-835,DALLAS,6,6,2022-06-01T00:00:00.000,353,0,732,0,0,836.61,0,3023.16,0,0,3859.77
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00651,NEDERLAND ISD,Educational Institution,Public,5,3,123-905,JEFFERSON,7,7,2022-05-01T00:00:00.000,20996,0,58970,0,0,49760.52,0,243546.1,0,0,293306.62
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00554,EUSTACE ISD,Educational Institution,Public,7,2,107-905,HENDERSON,1,1,2022-06-01T00:00:00.000,1135,0,1590,0,0,2689.95,0,6566.7,0,0,9256.65
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00022,JOURDANTON ISD,Educational Institution,Public,20,4,007-902,ATASCOSA,4,4,2022-04-01T00:00:00.000,12536,0,19154,0,0,29710.32,0,79106.02,0,0,108816.34
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00293,COOPER ISD,Educational Institution,Public,8,2,060-902,DELTA,3,3,2021-12-01T00:00:00.000,3720,0,6160,0,0,8332.8,0,24085.6,0,0,32418.4
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00459,HAMILTON ISD,Educational Institution,Public,12,2,097-902,HAMILTON,3,3,2021-12-01T00:00:00.000,4464,0,5462,0,0,9999.36,0,21356.42,0,0,31355.78
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00669,RIO VISTA ISD,Educational Institution,Public,11,2,126-907,JOHNSON,3,3,2021-11-01T00:00:00.000,4772,0,8404,0,0,10689.28,0,32859.64,0,0,43548.92
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00115,BRAZOSPORT ISD,Educational Institution,Public,4,3,020-905,BRAZORIA,19,19,2022-05-01T00:00:00.000,59908,0,134973,0,0,141981.96,0,557438.49,0,0,699420.45
2021-2022,SUMMERSSOCEREIMBURSEMENTS,06578,"Bloom Academy, Inc.",Educational Institution,Charter,4,3,101-875,HARRIS,1,1,2022-03-01T00:00:00.000,1833,0,1888,0,0,4344.21,0,7797.44,0,0,12141.65
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00008,ANDREWS ISD,Educational Institution,Public,18,1,002-901,ANDREWS,6,5,2021-10-01T00:00:00.000,16093,0,47296,0,0,36048.32,0,184927.36,0,0,220975.68
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00925,CANYON ISD,Educational Institution,Public,16,1,191-901,RANDALL,18,18,2022-01-01T00:00:00.000,38075,0,105168,0,0,90237.75,0,434343.84,0,0,524581.59
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00186,MIDWAY ISD-HENRIETTA,Educational Institution,Public,9,2,039-905,CLAY,1,1,2021-10-01T00:00:00.000,1502,0,1809,0,0,3364.48,0,7073.19,0,0,10437.67
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00377,FAYETTEVILLE ISD,Educational Institution,Public,13,4,075-906,FAYETTE,1,1,2021-11-01T00:00:00.000,957,0,2570,0,0,2143.68,0,10048.7,0,0,12192.38
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00911,IRAAN-SHEFFIELD ISD,Educational Institution,Public,18,1,186-903,PECOS,3,3,2022-03-01T00:00:00.000,1537,0,3351,0,0,3642.69,0,13839.63,0,0,17482.32
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,220-905,TARRANT,131,130,2021-12-01T00:00:00.000,290728,0,558906,0,0,651230.72,0,2185322.46,0,0,2836553.18
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00841,CHIRENO ISD,Educational Institution,Public,7,3,174-901,NACOGDOCHES,2,2,2021-10-01T00:00:00.000,3441,0,5751,0,0,7707.84,0,22486.41,0,0,30194.25
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00729,NORMANGEE ISD,Educational Institution,Public,6,3,145-906,LEON,3,3,2022-05-01T00:00:00.000,2771,0,6206,0,0,6567.27,0,25630.78,0,0,32198.05
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00274,CARROLLTON-FARMERS BRANCH,Educational Institution,Public,10,2,057-903,DALLAS,37,37,2022-01-01T00:00:00.000,66028,0,237339,0,0,156486.36,0,980210.07,0,0,1136696.43
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00086,EAST CENTRAL ISD,Educational Institution,Public,20,4,015-911,BEXAR,10,10,2022-05-01T00:00:00.000,76163,0,116244,0,0,180506.31,0,480087.72,0,0,660594.03
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01180,NEWCASTLE ISD,Educational Institution,Public,9,2,252-902,YOUNG,1,1,2022-02-01T00:00:00.000,2250,0,2263,0,0,5332.5,0,9346.19,0,0,14678.69
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00908,LAZBUDDIE ISD,Educational Institution,Public,16,1,185-904,PARMER,1,1,2021-12-01T00:00:00.000,602,0,1125,0,0,1348.48,0,4398.75,0,0,5747.23
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00955,TATUM ISD,Educational Institution,Public,7,2,201-910,RUSK,4,4,2021-12-01T00:00:00.000,5790,0,12431,0,0,12969.6,0,48605.21,0,0,61574.81
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00152,HARLINGEN CONS ISD,Educational Institution,Public,1,5,031-903,CAMERON,37,30,2022-01-01T00:00:00.000,127489,0,197941,0,0,302148.93,0,817496.33,0,0,1119645.26
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01135,BURKBURNETT ISD,Educational Institution,Public,9,2,243-901,WICHITA,5,5,2022-05-01T00:00:00.000,19033,0,36759,0,0,45108.21,0,151814.67,0,0,196922.88
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00404,HIGH ISLAND ISD,Educational Institution,Public,5,3,084-903,GALVESTON,1,1,2021-12-01T00:00:00.000,1095,0,1748,0,0,2452.8,0,6834.68,0,0,9287.48
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01159,LA VERNIA ISD,Educational Institution,Public,20,4,247-903,WILSON,4,4,2022-03-01T00:00:00.000,11898,0,34136,0,0,28198.26,0,140981.68,0,0,169179.94
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01111,NEW WAVERLY ISD,Educational Institution,Public,6,3,236-901,WALKER,4,3,2021-11-01T00:00:00.000,7243,0,11000,0,0,16224.32,0,43010,0,0,59234.32
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01267,"HARMONY FAMILY SERVICES, INC",Private Non Profit Organization,RCCI,14,1,221-,TAYLOR,1,1,2022-04-01T00:00:00.000,169,0,53,0,0,400.53,0,218.89,0,0,619.42
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00448,SEGUIN ISD,Educational Institution,Public,20,4,094-901,GUADALUPE,12,12,2022-02-01T00:00:00.000,52736,0,76766,0,0,124984.32,0,317043.58,0,0,442027.9
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00925,CANYON ISD,Educational Institution,Public,16,1,191-901,RANDALL,18,18,2022-04-01T00:00:00.000,39764,0,109646,0,0,94240.68,0,452837.98,0,0,547078.66
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01150,HUTTO ISD,Educational Institution,Public,13,4,246-906,WILLIAMSON,11,11,2022-04-01T00:00:00.000,66156,0,113979,0,0,156789.72,0,470733.27,0,0,627522.99
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00299,KRUM ISD,Educational Institution,Public,11,2,061-905,DENTON,5,5,2021-12-01T00:00:00.000,7079,0,18592,0,0,15856.96,0,72694.72,0,0,88551.68
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00354,PREMIER HIGH SCHOOL,Educational Institution,Charter,11,2,072-801,ERATH,10,10,2022-06-01T00:00:00.000,623,0,429,0,0,1476.51,0,1771.77,0,0,3248.28
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00420,LEFORS ISD,Educational Institution,Public,16,1,090-902,GRAY,1,1,2021-11-01T00:00:00.000,1207,0,1911,0,0,2703.68,0,7472.01,0,0,10175.69
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00734,DEVERS ISD,Educational Institution,Public,4,3,146-903,LIBERTY,2,2,2022-03-01T00:00:00.000,855,0,1762,0,0,2026.35,0,7277.06,0,0,9303.41
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00335,MIDLOTHIAN ISD,Educational Institution,Public,10,2,070-908,ELLIS,3,3,2022-07-01T00:00:00.000,1255,0,2536,0,0,2974.35,0,10473.68,0,0,13448.03
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00025,POTEET ISD,Educational Institution,Public,20,4,007-906,ATASCOSA,4,4,2022-05-01T00:00:00.000,18850,0,25578,0,0,44674.5,0,105637.14,0,0,150311.64
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00734,DEVERS ISD,Educational Institution,Public,4,3,146-903,LIBERTY,2,2,2022-01-01T00:00:00.000,868,0,1692,0,0,2057.16,0,6987.96,0,0,9045.12
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01110,NURSERY ISD,Educational Institution,Public,3,3,235-904,VICTORIA,1,1,2022-06-01T00:00:00.000,805,0,805,0,0,1907.85,0,3324.65,0,0,5232.5
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00364,WESTPHALIA ISD,Educational Institution,Public,12,2,073-904,FALLS,1,0,2022-02-01T00:00:00.000,463,0,1676,0,0,1097.31,0,6921.88,0,0,8019.19
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00436,TOM BEAN ISD,Educational Institution,Public,10,2,091-918,GRAYSON,3,3,2021-10-01T00:00:00.000,3520,0,8047,0,0,7884.8,0,31463.77,0,0,39348.57
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00551,ATHENS ISD,Educational Institution,Public,7,2,107-901,HENDERSON,5,5,2022-04-01T00:00:00.000,16882,0,34272,0,0,40010.34,0,141543.36,0,0,181553.7
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00698,KINGSVILLE ISD,Educational Institution,Public,2,5,137-901,KLEBERG,2,2,2022-07-01T00:00:00.000,1098,0,281,0,0,2602.26,0,1160.53,0,0,3762.79
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00733,DAYTON ISD,Educational Institution,Public,4,3,146-902,LIBERTY,7,7,2021-12-01T00:00:00.000,28075,0,52345,0,0,62888,0,204668.95,0,0,267556.95
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00119,DAMON ISD,Educational Institution,Public,4,3,020-910,BRAZORIA,1,1,2021-10-01T00:00:00.000,1092,0,1728,0,0,2446.08,0,6756.48,0,0,9202.56
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00691,CENTER POINT ISD,Educational Institution,Public,20,4,133-901,KERR,3,3,2022-02-01T00:00:00.000,2299,0,6161,0,0,5448.63,0,25444.93,0,0,30893.56
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00214,NEW BRAUNFELS ISD,Educational Institution,Public,20,4,046-901,COMAL,1,1,2022-07-01T00:00:00.000,465,0,536,0,0,1102.05,0,2213.68,0,0,3315.73
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01008,TULIA ISD,Educational Institution,Public,16,1,219-903,SWISHER,3,3,2022-03-01T00:00:00.000,3352,0,5099,0,0,7944.24,0,21058.87,0,0,29003.11
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00115,BRAZOSPORT ISD,Educational Institution,Public,4,3,020-905,BRAZORIA,19,19,2021-11-01T00:00:00.000,56174,0,128593,0,0,125829.76,0,502798.63,0,0,628628.39
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00518,DEER PARK ISD,Educational Institution,Public,4,3,101-908,HARRIS,13,13,2022-04-01T00:00:00.000,63661,0,124741,0,0,150876.57,0,515180.33,0,0,666056.9
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00461,GRUVER ISD,Educational Institution,Public,16,1,098-901,HANSFORD,3,2,2022-01-01T00:00:00.000,1012,0,3868,0,0,2398.44,0,15974.84,0,0,18373.28
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00253,TRINITY BASIN PREPARATORY,Educational Institution,Charter,10,2,057-813,DALLAS,7,7,2022-02-01T00:00:00.000,11422,0,45428,0,0,27070.14,0,187617.64,0,0,214687.78
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00017,ARCHER CITY ISD,Educational Institution,Public,9,2,005-901,ARCHER,2,2,2021-11-01T00:00:00.000,3411,0,4577,0,0,7640.64,0,17896.07,0,0,25536.71
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00754,LUBBOCK-COOPER ISD,Educational Institution,Public,17,1,152-906,LUBBOCK,9,9,2022-05-01T00:00:00.000,23844,0,69562,0,0,56510.28,0,287291.06,0,0,343801.34
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01658,UPLIFT EDUCATION-NORTH HILLS PREPARATORY,Educational Institution,Charter,10,2,057-803,DALLAS,21,0,2022-05-01T00:00:00.000,138584,0,274463,0,0,328444.08,0,1133532.19,0,0,1461976.27
