programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,countydistrictcode,cecounty,sitecounty,claimdate,breakfastdays,breakfasttotal,breakfastadp,amsnackdays,amsnacktotal,amsnackadp,lunchdays,lunchtotal,lunchadp,pmsnackdays,pmsnacktotal,pmsnackadp,supperdays,suppertotal,supperadp
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0129,JOHN T WHITE ELEM,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,753,57.92,0,0,0,13,1166,89.69,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0129,JOHN T WHITE ELEM,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0129,JOHN T WHITE ELEM,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0131,ROSEMONT ELEM,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,15,1018,67.87,0,0,0,15,1449,96.6,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0131,ROSEMONT ELEM,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,3,125,41.67,0,0,0,3,203,67.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0131,ROSEMONT ELEM,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0132,GLEN PARK EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,993,76.38,0,0,0,13,1517,116.69,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0132,GLEN PARK EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0132,GLEN PARK EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0135,VAN ZANDT-GUINN EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,1492,114.77,0,0,0,13,2370,182.31,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0135,VAN ZANDT-GUINN EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0135,VAN ZANDT-GUINN EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0143,MCRAE EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,15,756,50.4,0,0,0,15,661,44.07,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0143,MCRAE EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,3,112,37.33,0,0,0,3,108,36,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0143,MCRAE EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0144,MITCHELL BOULEVARD EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,815,62.69,0,0,0,13,909,69.92,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0144,MITCHELL BOULEVARD EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0144,MITCHELL BOULEVARD EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0146,MOORE M H EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,14,815,58.21,0,0,0,14,776,55.43,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0146,MOORE M H EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,3,173,57.67,0,0,0,3,172,57.33,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0146,MOORE M H EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0147,MORNINGSIDE EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,15,899,59.93,0,0,0,15,1288,85.87,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0147,MORNINGSIDE EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,7,293,41.86,0,0,0,7,317,45.29,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0147,MORNINGSIDE EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0149,NORTH HI MOUNT EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,367,28.23,0,0,0,13,444,34.15,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0149,NORTH HI MOUNT EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0149,NORTH HI MOUNT EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0153,A M PATE EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,9,232,25.78,0,0,0,11,416,37.82,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0153,A M PATE EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,15,507,33.8,0,0,0,15,634,42.27,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0153,A M PATE EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0157,LUELLA MERRETT EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,329,25.31,0,0,0,13,411,31.62,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0157,LUELLA MERRETT EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0157,LUELLA MERRETT EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0159,VERSIA WILLIAMS EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,519,39.92,0,0,0,13,776,59.69,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0159,VERSIA WILLIAMS EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0159,VERSIA WILLIAMS EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0160,MAUDRIE WALTON EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,1276,98.15,0,0,0,13,1595,122.69,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0160,MAUDRIE WALTON EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0160,MAUDRIE WALTON EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0161,SAM ROSEN EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,533,41,0,0,0,13,927,71.31,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0161,SAM ROSEN EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0161,SAM ROSEN EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0163,BRUCE SHULKEY EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,708,54.46,0,0,0,13,989,76.08,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0163,BRUCE SHULKEY EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0163,BRUCE SHULKEY EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0167,SOUTH HILLS EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,1153,88.69,0,0,0,13,1721,132.38,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0167,SOUTH HILLS EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0167,SOUTH HILLS EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0172,W J TURNER EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,378,29.08,0,0,0,13,769,59.15,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0172,W J TURNER EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0172,W J TURNER EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0178,WESTCREEK EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,7,160,22.86,0,0,0,7,234,33.43,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0178,WESTCREEK EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0178,WESTCREEK EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0180,WESTERN HILLS EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,16,705,44.06,0,0,0,16,1279,79.94,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0180,WESTERN HILLS EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,7,162,23.14,0,0,0,6,166,27.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0180,WESTERN HILLS EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0184,WORTH HEIGHTS EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,983,75.62,0,0,0,13,1295,99.62,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0184,WORTH HEIGHTS EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0184,WORTH HEIGHTS EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0206,BILL J ELLIOTT EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,517,39.77,0,0,0,13,664,51.08,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0206,BILL J ELLIOTT EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0206,BILL J ELLIOTT EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0208,T A SIMS EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,8,419,52.38,0,0,0,8,371,46.38,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0208,T A SIMS EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,10,361,36.1,0,0,0,10,384,38.4,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0208,T A SIMS EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0216,WOODWAY EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,16,943,58.94,0,0,0,15,1139,75.93,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0216,WOODWAY EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,15,1168,77.87,0,0,0,15,1154,76.93,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0216,WOODWAY EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,1,53,53,0,0,0,1,80,80,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0222,CLIFFORD DAVIS ELEMENTARY,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,15,1658,110.53,0,0,0,15,1761,117.4,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0222,CLIFFORD DAVIS ELEMENTARY,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,7,264,37.71,0,0,0,6,233,38.83,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0222,CLIFFORD DAVIS ELEMENTARY,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0225,BONNIE BRAE,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,16,642,40.13,0,0,0,16,887,55.44,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0225,BONNIE BRAE,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0225,BONNIE BRAE,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0226,SEMINARY HILLS ELEMENTARY,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,14,1079,77.07,0,0,0,14,1668,119.14,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0226,SEMINARY HILLS ELEMENTARY,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,14,824,58.86,0,0,0,13,882,67.85,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0226,SEMINARY HILLS ELEMENTARY,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01021,GRAPEVINE-COLLEYVILLE ISD,Educational Institution,Public,11,2,0041,GRAPEVINE MIDDLE,220-906,TARRANT,TARRANT,2019-06-01T00:00:00.000,20,1070,53.5,0,0,0,20,2864,143.2,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01021,GRAPEVINE-COLLEYVILLE ISD,Educational Institution,Public,11,2,0041,GRAPEVINE MIDDLE,220-906,TARRANT,TARRANT,2019-07-01T00:00:00.000,22,785,35.68,0,0,0,22,2638,119.91,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01021,GRAPEVINE-COLLEYVILLE ISD,Educational Institution,Public,11,2,0041,GRAPEVINE MIDDLE,220-906,TARRANT,TARRANT,2019-08-01T00:00:00.000,7,199,28.43,0,0,0,7,563,80.43,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01021,GRAPEVINE-COLLEYVILLE ISD,Educational Institution,Public,11,2,0104,TIMBERLINE EL,220-906,TARRANT,TARRANT,2019-06-01T00:00:00.000,20,2176,108.8,0,0,0,20,2940,147,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01021,GRAPEVINE-COLLEYVILLE ISD,Educational Institution,Public,11,2,0104,TIMBERLINE EL,220-906,TARRANT,TARRANT,2019-07-01T00:00:00.000,18,1284,71.33,0,0,0,18,1989,110.5,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0004,MANSFIELD TIMBERVIEW HIGH SCHOOL,220-908,TARRANT,TARRANT,2019-06-01T00:00:00.000,0,0,0,0,0,0,16,862,53.88,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0045,JAMES COBLE M S,220-908,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,1528,117.54,0,0,0,13,3950,303.85,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0101,ALICE PONDER ELEMENTARY,220-908,TARRANT,TARRANT,2019-06-01T00:00:00.000,15,3381,225.4,0,0,0,15,4473,298.2,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0103,TARVER RENDON EL,220-908,TARRANT,TARRANT,2019-07-01T00:00:00.000,12,346,28.83,0,0,0,12,423,35.25,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0107,GLENN HARMON EL,220-908,TARRANT,TARRANT,2019-06-01T00:00:00.000,0,0,0,0,0,0,6,78,13,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0118,MARY JO SHEPPARD ELEMENTARY,220-908,TARRANT,TARRANT,2019-05-01T00:00:00.000,4,262,65.5,0,0,0,4,407,101.75,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0118,MARY JO SHEPPARD ELEMENTARY,220-908,TARRANT,TARRANT,2019-06-01T00:00:00.000,20,1613,80.65,0,0,0,20,1928,96.4,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0118,MARY JO SHEPPARD ELEMENTARY,220-908,TARRANT,TARRANT,2019-07-01T00:00:00.000,22,1542,70.09,0,0,0,22,1934,87.91,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0118,MARY JO SHEPPARD ELEMENTARY,220-908,TARRANT,TARRANT,2019-08-01T00:00:00.000,2,153,76.5,0,0,0,2,182,91,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0119,JANET BROCKETT ELEMENTARY,220-908,TARRANT,TARRANT,2019-06-01T00:00:00.000,5,158,31.6,0,0,0,5,210,42,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0127,Dr. Jandrucko Academy for Early Learners,220-908,TARRANT,TARRANT,2019-06-01T00:00:00.000,16,639,39.94,0,0,0,16,1043,65.19,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0127,Dr. Jandrucko Academy for Early Learners,220-908,TARRANT,TARRANT,2019-07-01T00:00:00.000,12,792,66,0,0,0,12,1026,85.5,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,0205,DELLA ICENHOWER INTERMEDIATE SCHOOL,220-908,TARRANT,TARRANT,2019-06-01T00:00:00.000,11,663,60.27,0,0,0,11,1722,156.55,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,1020,Mansfield Public Library,220-908,TARRANT,TARRANT,2019-06-01T00:00:00.000,0,0,0,0,0,0,20,2409,120.45,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01023,MANSFIELD ISD,Educational Institution,Public,11,2,1020,Mansfield Public Library,220-908,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,19,1976,104,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01027,AZLE ISD,Educational Institution,Public,11,2,0001,AZLE H S,220-915,TARRANT,TARRANT,2019-06-01T00:00:00.000,16,1234,77.13,0,0,0,16,1339,83.69,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01027,AZLE ISD,Educational Institution,Public,11,2,0001,AZLE H S,220-915,TARRANT,TARRANT,2019-07-01T00:00:00.000,9,526,58.44,0,0,0,18,738,41,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01027,AZLE ISD,Educational Institution,Public,11,2,0001,AZLE H S,220-915,TARRANT,TARRANT,2019-08-01T00:00:00.000,1,89,89,0,0,0,1,69,69,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01027,AZLE ISD,Educational Institution,Public,11,2,0041,AZLE J H,220-915,TARRANT,TARRANT,2019-06-01T00:00:00.000,7,48,6.86,0,0,0,7,25,3.57,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01027,AZLE ISD,Educational Institution,Public,11,2,0041,AZLE J H,220-915,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01027,AZLE ISD,Educational Institution,Public,11,2,0041,AZLE J H,220-915,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01027,AZLE ISD,Educational Institution,Public,11,2,0042,SANTO J FORTE JUNIOR HIGH NORTH,220-915,TARRANT,TARRANT,2019-06-01T00:00:00.000,10,52,5.2,0,0,0,13,113,8.69,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01027,AZLE ISD,Educational Institution,Public,11,2,0042,SANTO J FORTE JUNIOR HIGH NORTH,220-915,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01027,AZLE ISD,Educational Institution,Public,11,2,0042,SANTO J FORTE JUNIOR HIGH NORTH,220-915,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
