programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,countydistrictcode,cecounty,sitecounty,claimdate,breakfastdays,breakfasttotal,breakfastadp,amsnackdays,amsnacktotal,amsnackadp,lunchdays,lunchtotal,lunchadp,pmsnackdays,pmsnacktotal,pmsnackadp,supperdays,suppertotal,supperadp
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0003,SOUTH HILLS HIGH SCHOOL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,15,1907,127.13,0,0,0,15,3489,232.6,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0003,SOUTH HILLS HIGH SCHOOL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0004,DIAMOND HILL-JARVIS H S,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,14,571,40.79,0,0,0,14,1308,93.43,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0004,DIAMOND HILL-JARVIS H S,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0004,DIAMOND HILL-JARVIS H S,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0005,DUNBAR H S,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,16,518,32.38,0,0,0,16,1600,100,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0005,DUNBAR H S,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,18,93,5.17,0,0,0,18,729,40.5,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0005,DUNBAR H S,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,4,270,67.5,0,0,0,5,578,115.6,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0006,EASTERN HILLS H S,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,12,480,40,0,0,0,12,893,74.42,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0006,EASTERN HILLS H S,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,15,447,29.8,0,0,0,15,816,54.4,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0006,EASTERN HILLS H S,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0008,NORTH SIDE H S,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,14,632,45.14,0,0,0,14,1843,131.64,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0008,NORTH SIDE H S,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,11,283,25.73,0,0,0,11,724,65.82,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0008,NORTH SIDE H S,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0009,POLYTECHNIC H S,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,12,190,15.83,0,0,0,12,2448,204,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0009,POLYTECHNIC H S,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,9,513,57,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0009,POLYTECHNIC H S,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0010,PASCHAL H S,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,14,3624,258.86,0,0,0,14,4832,345.14,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0010,PASCHAL H S,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,15,3374,224.93,0,0,0,15,3845,256.33,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0010,PASCHAL H S,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0011,TRIMBLE TECHNICAL H S,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,7,445,63.57,0,0,0,7,468,66.86,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0011,TRIMBLE TECHNICAL H S,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,14,815,58.21,0,0,0,14,917,65.5,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0011,TRIMBLE TECHNICAL H S,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0014,SOUTHWEST H S,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,15,1043,69.53,0,0,0,15,1177,78.47,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0014,SOUTHWEST H S,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,18,487,27.06,0,0,0,18,429,23.83,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0014,SOUTHWEST H S,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,1,69,69,0,0,0,1,2,2,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0015,WESTERN HILLS H S,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,12,326,27.17,0,0,0,12,512,42.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0015,WESTERN HILLS H S,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,15,484,32.27,0,0,0,15,828,55.2,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0015,WESTERN HILLS H S,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0016,O D WYATT H S,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,16,1647,102.94,0,0,0,16,3213,200.81,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0016,O D WYATT H S,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,4,125,31.25,0,0,0,15,1050,70,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0016,O D WYATT H S,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0018,MIDDLE LVL LRN CTR,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,134,10.31,0,0,0,13,226,17.38,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0018,MIDDLE LVL LRN CTR,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0018,MIDDLE LVL LRN CTR,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0035,TRANSITION CTR,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,8,147,18.38,0,0,0,8,245,30.63,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0035,TRANSITION CTR,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0035,TRANSITION CTR,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0045,FOREST OAK MIDDLE,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,2117,162.85,0,0,0,13,2572,197.85,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0045,FOREST OAK MIDDLE,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0045,FOREST OAK MIDDLE,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0048,JAMES MIDDLE,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,8,346,43.25,0,0,0,8,609,76.13,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0048,JAMES MIDDLE,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0048,JAMES MIDDLE,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0049,KIRKPATRICK MIDDLE,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,4,107,26.75,0,0,0,4,134,33.5,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0049,KIRKPATRICK MIDDLE,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0049,KIRKPATRICK MIDDLE,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0050,MCLEAN MIDDLE,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,863,66.38,0,0,0,13,2152,165.54,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0050,MCLEAN MIDDLE,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0050,MCLEAN MIDDLE,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0056,RIVERSIDE MIDDLE,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,1979,152.23,0,0,0,13,2057,158.23,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0056,RIVERSIDE MIDDLE,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0056,RIVERSIDE MIDDLE,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0057,ROSEMONT MIDDLE,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,961,73.92,0,0,0,13,1118,86,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0057,ROSEMONT MIDDLE,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0057,ROSEMONT MIDDLE,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0058,STRIPLING MIDDLE,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,779,59.92,0,0,0,13,1307,100.54,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0058,STRIPLING MIDDLE,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0058,STRIPLING MIDDLE,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0062,INT'L NEWCOMER ACAD,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,741,57,0,0,0,13,1348,103.69,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0062,INT'L NEWCOMER ACAD,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0062,INT'L NEWCOMER ACAD,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0063,COMO MONTESSORI,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,844,64.92,0,0,0,13,1263,97.15,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0063,COMO MONTESSORI,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0063,COMO MONTESSORI,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0070,MCCLUNG MIDDLE,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,1959,150.69,0,0,0,13,2246,172.77,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0070,MCCLUNG MIDDLE,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0070,MCCLUNG MIDDLE,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0071,BENBROOK MIDDLE/HIGH SCHOOL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,10,139,13.9,0,0,0,11,141,12.82,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0071,BENBROOK MIDDLE/HIGH SCHOOL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0071,BENBROOK MIDDLE/HIGH SCHOOL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0083,YOUNG MENS LEADERSHIP ACADEMY,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0083,YOUNG MENS LEADERSHIP ACADEMY,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0083,YOUNG MENS LEADERSHIP ACADEMY,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0084,World Languages Institute,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,8,164,20.5,0,0,0,8,488,61,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0084,World Languages Institute,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0084,World Languages Institute,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0087,I.M. Terrell Academy for STEM-VPA,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,12,2018,168.17,0,0,0,12,4579,381.58,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0087,I.M. Terrell Academy for STEM-VPA,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,14,1658,118.43,0,0,0,14,3760,268.57,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0087,I.M. Terrell Academy for STEM-VPA,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,2,150,75,0,0,0,2,176,88,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0104,BOULEVARD HEIGHTS,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,12,509,42.42,0,0,0,11,479,43.55,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0104,BOULEVARD HEIGHTS,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,15,452,30.13,0,0,0,15,439,29.27,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0104,BOULEVARD HEIGHTS,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0105,WEST HANDLEY EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,7,171,24.43,0,0,0,7,138,19.71,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0105,WEST HANDLEY EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0105,WEST HANDLEY EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0111,CARTER PARK EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,908,69.85,0,0,0,13,1286,98.92,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0111,CARTER PARK EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0111,CARTER PARK EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0116,LILY B CLAYTON EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,257,19.77,0,0,0,13,431,33.15,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0116,LILY B CLAYTON EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0116,LILY B CLAYTON EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0121,DE ZAVALA EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,481,37,0,0,0,13,792,60.92,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0121,DE ZAVALA EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0121,DE ZAVALA EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0122,DIAMOND HILL EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,501,38.54,0,0,0,13,946,72.77,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0122,DIAMOND HILL EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0122,DIAMOND HILL EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0123,S S DILLOW EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,582,44.77,0,0,0,13,1185,91.15,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0123,S S DILLOW EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0123,S S DILLOW EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0125,EASTERN HILLS EL,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,14,2634,188.14,0,0,0,14,3636,259.71,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0125,EASTERN HILLS EL,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,18,1002,55.67,0,0,0,18,1012,56.22,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0125,EASTERN HILLS EL,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,1,55,55,0,0,0,1,55,55,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0127,CHRISTENE C MOSS ELEMENTARY,220-905,TARRANT,TARRANT,2019-06-01T00:00:00.000,13,2042,157.08,0,0,0,13,2515,193.46,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0127,CHRISTENE C MOSS ELEMENTARY,220-905,TARRANT,TARRANT,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,01020,FORT WORTH ISD,Educational Institution,Public,11,2,0127,CHRISTENE C MOSS ELEMENTARY,220-905,TARRANT,TARRANT,2019-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
