programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00545,BOYS & GIRLS CLUBS OF SOUTH CENTRAL TEXAS,Educational Institution,Charter,13,4,105-802,HAYS,2,2019-06-01T00:00:00.000,992,0,1880,0,0,2122.8800,0,6373.2000,0,0,8496.0800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00545,BOYS & GIRLS CLUBS OF SOUTH CENTRAL TEXAS,Educational Institution,Charter,13,4,105-802,HAYS,2,2019-07-01T00:00:00.000,792,0,1442,0,0,1742.4000,0,5047.0000,0,0,6789.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00546,SAN MARCOS CONS ISD,Educational Institution,Public,13,4,105-902,HAYS,16,2019-06-01T00:00:00.000,6180,0,19028,0,0,12563.7000,0,64504.9200,0,0,77068.6200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00546,SAN MARCOS CONS ISD,Educational Institution,Public,13,4,105-902,HAYS,13,2019-07-01T00:00:00.000,3018,0,14654,0,0,6548.8800,0,51289.0000,0,0,57837.8800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00546,SAN MARCOS CONS ISD,Educational Institution,Public,13,4,105-902,HAYS,12,2019-08-01T00:00:00.000,571,0,4739,0,0,1230.6400,0,16586.5000,0,0,17817.1400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00549,HAYS CONS ISD,Educational Institution,Public,13,4,105-906,HAYS,5,2019-06-01T00:00:00.000,5469,0,9932,0,0,11703.6600,0,33669.4800,0,0,45373.1400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00549,HAYS CONS ISD,Educational Institution,Public,13,4,105-906,HAYS,2,2019-07-01T00:00:00.000,275,0,443,0,0,605.0000,0,1550.5000,0,0,2155.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00551,ATHENS ISD,Educational Institution,Public,7,2,107-901,HENDERSON,1,2019-05-01T00:00:00.000,205,0,330,0,0,438.7000,0,1118.7000,0,0,1557.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00551,ATHENS ISD,Educational Institution,Public,7,2,107-901,HENDERSON,1,2019-06-01T00:00:00.000,1363,0,1438,0,0,2916.8200,0,4874.8200,0,0,7791.6400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00552,BROWNSBORO ISD,Educational Institution,Public,7,2,107-902,HENDERSON,1,2019-06-01T00:00:00.000,235,0,542,0,0,502.9000,0,1837.3800,0,0,2340.2800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00554,EUSTACE ISD,Educational Institution,Public,7,2,107-905,HENDERSON,1,2019-06-01T00:00:00.000,624,0,506,0,0,1335.3600,0,1715.3400,0,0,3050.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00555,MALAKOFF ISD,Educational Institution,Public,7,2,107-906,HENDERSON,1,2019-06-01T00:00:00.000,682,0,713,0,0,1459.4800,0,2417.0700,0,0,3876.5500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00555,MALAKOFF ISD,Educational Institution,Public,7,2,107-906,HENDERSON,1,2019-07-01T00:00:00.000,462,0,487,0,0,1016.4000,0,1704.5000,0,0,2720.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00555,MALAKOFF ISD,Educational Institution,Public,7,2,107-906,HENDERSON,1,2019-08-01T00:00:00.000,79,0,85,0,0,173.8000,0,297.5000,0,0,471.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,108-802,HIDALGO,25,2019-06-01T00:00:00.000,24110,0,26793,0,0,43790.4000,0,90828.2700,0,0,134618.6700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,108-802,HIDALGO,25,2019-07-01T00:00:00.000,24270,0,25179,0,0,44656.8000,0,88126.5000,0,0,132783.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,108-807,HIDALGO,38,2019-06-01T00:00:00.000,64346,0,75965,0,0,135444.6900,0,257521.3500,0,0,392966.0400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,108-807,HIDALGO,29,2019-07-01T00:00:00.000,6559,0,10772,0,0,14023.3600,0,37702.0000,0,0,51725.3600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,108-807,HIDALGO,24,2019-08-01T00:00:00.000,1507,0,1990,0,0,3192.2800,0,6965.0000,0,0,10157.2800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00564,DONNA ISD,Educational Institution,Public,1,5,108-902,HIDALGO,31,2019-06-01T00:00:00.000,25121,0,40088,0,0,52610.9400,0,135898.3200,0,0,188509.2600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00564,DONNA ISD,Educational Institution,Public,1,5,108-902,HIDALGO,16,2019-07-01T00:00:00.000,6224,0,10608,0,0,11886.3200,0,37128.0000,0,0,49014.3200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00564,DONNA ISD,Educational Institution,Public,1,5,108-902,HIDALGO,6,2019-08-01T00:00:00.000,1391,0,2986,0,0,2601.9200,0,10451.0000,0,0,13052.9200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00566,EDINBURG ISD,Educational Institution,Public,1,5,108-904,HIDALGO,27,2019-06-01T00:00:00.000,41001,0,62784,0,0,86333.3900,0,212837.7600,0,0,299171.1500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00566,EDINBURG ISD,Educational Institution,Public,1,5,108-904,HIDALGO,15,2019-07-01T00:00:00.000,6927,0,16525,0,0,14221.3200,0,57837.5000,0,0,72058.8200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00566,EDINBURG ISD,Educational Institution,Public,1,5,108-904,HIDALGO,15,2019-08-01T00:00:00.000,4611,0,9704,0,0,9743.5200,0,33964.0000,0,0,43707.5200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,5,2019-05-01T00:00:00.000,4369,0,4622,0,0,9165.9100,0,15668.5800,0,0,24834.4900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,7,2019-06-01T00:00:00.000,11728,0,13733,0,0,24359.4200,0,46554.8700,0,0,70914.2900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,4,2019-07-01T00:00:00.000,3034,0,2854,0,0,5679.0400,0,9989.0000,0,0,15668.0400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,1,2019-08-01T00:00:00.000,813,0,790,0,0,1495.9200,0,2765.0000,0,0,4260.9200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00568,MCALLEN ISD,Educational Institution,Public,1,5,108-906,HIDALGO,61,2019-06-01T00:00:00.000,25652,0,46282,30488,6480,51051.9300,0,156895.9800,27744.0800,21578.4000,257270.3900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00568,MCALLEN ISD,Educational Institution,Public,1,5,108-906,HIDALGO,55,2019-07-01T00:00:00.000,13098,0,28002,25625,5341,25193.6400,0,98007.0000,24087.5000,18319.6300,165607.7700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00568,MCALLEN ISD,Educational Institution,Public,1,5,108-906,HIDALGO,45,2019-08-01T00:00:00.000,1165,0,2298,2439,540,2288.3200,0,8043.0000,2292.6600,1852.2000,14476.1800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00569,MERCEDES ISD,Educational Institution,Public,1,5,108-907,HIDALGO,9,2019-05-01T00:00:00.000,2455,0,3324,0,0,5253.7000,0,11268.3600,0,0,16522.0600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00569,MERCEDES ISD,Educational Institution,Public,1,5,108-907,HIDALGO,11,2019-06-01T00:00:00.000,8463,0,10964,0,0,18110.8200,0,37167.9600,0,0,55278.7800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00569,MERCEDES ISD,Educational Institution,Public,1,5,108-907,HIDALGO,2,2019-07-01T00:00:00.000,614,0,769,0,0,1350.8000,0,2691.5000,0,0,4042.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00570,MISSION CONS ISD,Educational Institution,Public,1,5,108-908,HIDALGO,32,2019-06-01T00:00:00.000,17193,0,33385,0,0,35374.1200,0,113175.1500,0,0,148549.2700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00570,MISSION CONS ISD,Educational Institution,Public,1,5,108-908,HIDALGO,26,2019-07-01T00:00:00.000,5613,0,15562,0,0,10524.1200,0,54467.0000,0,0,64991.1200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00570,MISSION CONS ISD,Educational Institution,Public,1,5,108-908,HIDALGO,20,2019-08-01T00:00:00.000,857,0,4112,0,0,1584.4400,0,14392.0000,0,0,15976.4400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,42,2019-05-01T00:00:00.000,16466,0,24326,0,0,35129.4400,0,82465.1400,0,0,117594.5800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,64,2019-06-01T00:00:00.000,34329,0,55123,0,2056,71792.4600,0,186866.9700,0,6846.4800,265505.9100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,39,2019-07-01T00:00:00.000,5355,0,9361,0,3248,11781.0000,0,32763.5000,0,11140.6400,55685.1400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,64,2019-08-01T00:00:00.000,16045,0,24103,0,291,35299.0000,0,84360.5000,0,998.1300,120657.6300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00573,SHARYLAND ISD,Educational Institution,Public,1,5,108-911,HIDALGO,6,2019-06-01T00:00:00.000,7716,0,10277,0,0,16512.2400,0,34839.0300,0,0,51351.2700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00573,SHARYLAND ISD,Educational Institution,Public,1,5,108-911,HIDALGO,3,2019-07-01T00:00:00.000,1510,0,1728,0,0,3322.0000,0,6048.0000,0,0,9370.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00573,SHARYLAND ISD,Educational Institution,Public,1,5,108-911,HIDALGO,1,2019-08-01T00:00:00.000,293,0,1160,0,0,644.6000,0,4060.0000,0,0,4704.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00574,LA JOYA ISD,Educational Institution,Public,1,5,108-912,HIDALGO,39,2019-06-01T00:00:00.000,51476,0,65071,0,0,110158.6400,0,220590.6900,0,0,330749.3300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00574,LA JOYA ISD,Educational Institution,Public,1,5,108-912,HIDALGO,42,2019-07-01T00:00:00.000,19840,0,21065,0,0,43648.0000,0,73727.5000,0,0,117375.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00574,LA JOYA ISD,Educational Institution,Public,1,5,108-912,HIDALGO,22,2019-08-01T00:00:00.000,5940,0,6547,0,0,13068.0000,0,22914.5000,0,0,35982.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00575,WESLACO ISD,Educational Institution,Public,1,5,108-913,HIDALGO,14,2019-06-01T00:00:00.000,18916,0,34261,1082,0,39820.8400,0,116144.7900,984.6200,0,156950.2500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00575,WESLACO ISD,Educational Institution,Public,1,5,108-913,HIDALGO,11,2019-07-01T00:00:00.000,1257,0,3392,314,0,2473.0800,0,11872.0000,295.1600,0,14640.2400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00576,LA VILLA ISD,Educational Institution,Public,1,5,108-914,HIDALGO,2,2019-06-01T00:00:00.000,754,0,754,0,0,1613.5600,0,2556.0600,0,0,4169.6200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00576,LA VILLA ISD,Educational Institution,Public,1,5,108-914,HIDALGO,1,2019-07-01T00:00:00.000,21,0,21,0,0,46.2000,0,73.5000,0,0,119.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00577,MONTE ALTO ISD,Educational Institution,Public,1,5,108-915,HIDALGO,2,2019-06-01T00:00:00.000,3484,0,4122,0,0,7455.7600,0,13973.5800,0,0,21429.3400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00578,VALLEY VIEW ISD-PHARR,Educational Institution,Public,1,5,108-916,HIDALGO,4,2019-06-01T00:00:00.000,7881,0,7646,0,0,16865.3400,0,25919.9400,0,0,42785.2800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00578,VALLEY VIEW ISD-PHARR,Educational Institution,Public,1,5,108-916,HIDALGO,2,2019-07-01T00:00:00.000,763,0,920,0,0,1678.6000,0,3220.0000,0,0,4898.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00581,COVINGTON ISD,Educational Institution,Public,12,2,109-903,HILL,1,2019-06-01T00:00:00.000,70,0,96,0,0,149.8000,0,325.4400,0,0,475.2400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00582,HILLSBORO ISD,Educational Institution,Public,12,2,109-904,HILL,1,2019-06-01T00:00:00.000,589,0,634,0,0,1260.4600,0,2149.2600,0,0,3409.7200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00584,ITASCA ISD,Educational Institution,Public,12,2,109-907,HILL,1,2019-05-01T00:00:00.000,90,0,148,0,0,192.6000,0,501.7200,0,0,694.3200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00584,ITASCA ISD,Educational Institution,Public,12,2,109-907,HILL,3,2019-06-01T00:00:00.000,429,0,771,0,0,918.0600,0,2613.6900,0,0,3531.7500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00587,WHITNEY ISD,Educational Institution,Public,12,2,109-911,HILL,1,2019-06-01T00:00:00.000,661,0,1053,0,0,1414.5400,0,3569.6700,0,0,4984.2100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00589,BLUM ISD,Educational Institution,Public,12,2,109-913,HILL,1,2019-05-01T00:00:00.000,110,0,107,0,0,235.4000,0,362.7300,0,0,598.1300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00589,BLUM ISD,Educational Institution,Public,12,2,109-913,HILL,1,2019-06-01T00:00:00.000,394,0,365,0,0,843.1600,0,1237.3500,0,0,2080.5100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00592,LEVELLAND ISD,Educational Institution,Public,17,1,110-902,HOCKLEY,3,2019-06-01T00:00:00.000,2297,0,3333,0,0,4915.5800,0,11298.8700,0,0,16214.4500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00597,GRANBURY ISD,Educational Institution,Public,11,2,111-901,HOOD,2,2019-06-01T00:00:00.000,1390,0,4076,0,0,2974.6000,0,13817.6400,0,0,16792.2400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00597,GRANBURY ISD,Educational Institution,Public,11,2,111-901,HOOD,1,2019-07-01T00:00:00.000,47,0,2106,0,0,103.4000,0,7371.0000,0,0,7474.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00602,NORTH HOPKINS ISD,Educational Institution,Public,8,2,112-906,HOPKINS,1,2019-06-01T00:00:00.000,86,0,169,0,0,184.0400,0,572.9100,0,0,756.9500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00608,GRAPELAND ISD,Educational Institution,Public,6,3,113-902,HOUSTON,1,2019-06-01T00:00:00.000,720,0,879,0,0,1540.8000,0,2979.8100,0,0,4520.6100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00612,BIG SPRING ISD,Educational Institution,Public,18,1,114-901,HOWARD,2,2019-06-01T00:00:00.000,863,0,1434,0,0,1846.8200,0,4861.2600,0,0,6708.0800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00612,BIG SPRING ISD,Educational Institution,Public,18,1,114-901,HOWARD,1,2019-07-01T00:00:00.000,427,550,0,0,0,939.4000,517.0000,0,0,0,1456.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00612,BIG SPRING ISD,Educational Institution,Public,18,1,114-901,HOWARD,1,2019-08-01T00:00:00.000,29,40,0,0,0,63.8000,37.6000,0,0,0,101.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00616,SIERRA BLANCA ISD,Educational Institution,Public,19,1,115-902,HUDSPETH,1,2019-06-01T00:00:00.000,565,0,587,0,0,1209.1000,0,1989.9300,0,0,3199.0300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00616,SIERRA BLANCA ISD,Educational Institution,Public,19,1,115-902,HUDSPETH,1,2019-07-01T00:00:00.000,20,0,21,0,0,44.0000,0,73.5000,0,0,117.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00620,CELESTE ISD,Educational Institution,Public,10,2,116-902,HUNT,1,2019-05-01T00:00:00.000,35,0,0,0,0,74.9000,0,0,0,0,74.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00620,CELESTE ISD,Educational Institution,Public,10,2,116-902,HUNT,1,2019-06-01T00:00:00.000,192,0,0,0,0,410.8800,0,0,0,0,410.8800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00621,COMMERCE ISD,Educational Institution,Public,10,2,116-903,HUNT,1,2019-05-01T00:00:00.000,46,0,46,0,0,98.4400,0,155.9400,0,0,254.3800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00621,COMMERCE ISD,Educational Institution,Public,10,2,116-903,HUNT,4,2019-06-01T00:00:00.000,2932,0,4267,0,0,6274.4800,0,14465.1300,0,0,20739.6100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00622,GREENVILLE ISD,Educational Institution,Public,10,2,116-905,HUNT,2,2019-05-01T00:00:00.000,329,0,564,0,0,704.0600,0,1911.9600,0,0,2616.0200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00622,GREENVILLE ISD,Educational Institution,Public,10,2,116-905,HUNT,3,2019-06-01T00:00:00.000,2596,0,6120,0,0,5555.4400,0,20746.8000,0,0,26302.2400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00622,GREENVILLE ISD,Educational Institution,Public,10,2,116-905,HUNT,3,2019-07-01T00:00:00.000,150,0,2308,0,0,330.0000,0,8078.0000,0,0,8408.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00622,GREENVILLE ISD,Educational Institution,Public,10,2,116-905,HUNT,1,2019-08-01T00:00:00.000,0,0,135,0,0,0,0,472.5000,0,0,472.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00624,QUINLAN ISD,Educational Institution,Public,10,2,116-908,HUNT,2,2019-05-01T00:00:00.000,305,0,500,0,0,652.7000,0,1695.0000,0,0,2347.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00624,QUINLAN ISD,Educational Institution,Public,10,2,116-908,HUNT,2,2019-06-01T00:00:00.000,1553,0,2365,0,0,3323.4200,0,8017.3500,0,0,11340.7700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00624,QUINLAN ISD,Educational Institution,Public,10,2,116-908,HUNT,5,2019-07-01T00:00:00.000,140,0,530,0,0,308.0000,0,1855.0000,0,0,2163.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00626,CAMPBELL ISD,Educational Institution,Public,10,2,116-910,HUNT,2,2019-06-01T00:00:00.000,190,0,246,0,0,406.6000,0,833.9400,0,0,1240.5400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00627,BLAND ISD,Educational Institution,Public,10,2,116-915,HUNT,1,2019-06-01T00:00:00.000,771,0,1246,0,0,1649.9400,0,4223.9400,0,0,5873.8800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00635,JACKSBORO ISD,Educational Institution,Public,9,2,119-902,JACK,1,2019-05-01T00:00:00.000,0,0,226,0,0,0,0,766.1400,0,0,766.1400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00635,JACKSBORO ISD,Educational Institution,Public,9,2,119-902,JACK,2,2019-06-01T00:00:00.000,0,0,764,0,0,0,0,2589.9600,0,0,2589.9600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00635,JACKSBORO ISD,Educational Institution,Public,9,2,119-902,JACK,1,2019-07-01T00:00:00.000,0,0,88,0,0,0,0,308.0000,0,0,308.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00637,EDNA ISD,Educational Institution,Public,3,3,120-901,JACKSON,2,2019-06-01T00:00:00.000,294,0,1871,0,0,629.1600,0,6342.6900,0,0,6971.8500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00651,NEDERLAND ISD,Educational Institution,Public,5,3,123-905,JEFFERSON,3,2019-06-01T00:00:00.000,7522,0,1833,0,0,16097.0800,0,6213.8700,0,0,22310.9500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00651,NEDERLAND ISD,Educational Institution,Public,5,3,123-905,JEFFERSON,1,2019-07-01T00:00:00.000,117,0,0,0,0,257.4000,0,0,0,0,257.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00652,PORT ARTHUR ISD,Educational Institution,Public,5,3,123-907,JEFFERSON,8,2019-06-01T00:00:00.000,15177,0,31227,0,0,32478.7800,0,105859.5300,0,0,138338.3100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00657,JIM HOGG COUNTY ISD,Educational Institution,Public,1,5,124-901,JIM HOGG,1,2019-05-01T00:00:00.000,285,0,425,0,0,609.9000,0,1440.7500,0,0,2050.6500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00657,JIM HOGG COUNTY ISD,Educational Institution,Public,1,5,124-901,JIM HOGG,1,2019-06-01T00:00:00.000,2834,0,2973,0,0,6064.7600,0,10078.4700,0,0,16143.2300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00658,ALICE ISD,Educational Institution,Public,2,5,125-901,JIM WELLS,12,2019-06-01T00:00:00.000,7218,0,13847,0,0,14692.9700,0,46941.3300,0,0,61634.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00658,ALICE ISD,Educational Institution,Public,2,5,125-901,JIM WELLS,3,2019-07-01T00:00:00.000,3583,0,3664,0,0,6592.7200,0,12824.0000,0,0,19416.7200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00658,ALICE ISD,Educational Institution,Public,2,5,125-901,JIM WELLS,3,2019-08-01T00:00:00.000,609,0,1254,0,0,1120.5600,0,4389.0000,0,0,5509.5600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00659,BEN BOLT-PALITO BLANCO ISD,Educational Institution,Public,2,5,125-902,JIM WELLS,1,2019-06-01T00:00:00.000,799,0,856,0,0,1709.8600,0,2901.8400,0,0,4611.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00659,BEN BOLT-PALITO BLANCO ISD,Educational Institution,Public,2,5,125-902,JIM WELLS,1,2019-07-01T00:00:00.000,90,0,90,0,0,198.0000,0,315.0000,0,0,513.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00660,ORANGE GROVE ISD,Educational Institution,Public,2,5,125-903,JIM WELLS,1,2019-06-01T00:00:00.000,530,0,939,0,0,1134.2000,0,3183.2100,0,0,4317.4100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00660,ORANGE GROVE ISD,Educational Institution,Public,2,5,125-903,JIM WELLS,1,2019-07-01T00:00:00.000,6,0,15,0,0,13.2000,0,52.5000,0,0,65.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00660,ORANGE GROVE ISD,Educational Institution,Public,2,5,125-903,JIM WELLS,1,2019-08-01T00:00:00.000,0,0,87,0,76,0,0,304.5000,0,260.6800,565.1800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00661,PREMONT ISD,Educational Institution,Public,2,5,125-905,JIM WELLS,1,2019-06-01T00:00:00.000,1025,0,1573,0,0,2193.5000,0,5332.4700,0,0,7525.9700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00661,PREMONT ISD,Educational Institution,Public,2,5,125-905,JIM WELLS,1,2019-07-01T00:00:00.000,39,0,90,0,0,85.8000,0,315.0000,0,0,400.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00663,ALVARADO ISD,Educational Institution,Public,11,2,126-901,JOHNSON,1,2019-05-01T00:00:00.000,250,0,902,0,0,535.0000,0,3057.7800,0,0,3592.7800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00663,ALVARADO ISD,Educational Institution,Public,11,2,126-901,JOHNSON,1,2019-06-01T00:00:00.000,1993,0,6980,0,0,4265.0200,0,23662.2000,0,0,27927.2200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00667,JOSHUA ISD,Educational Institution,Public,11,2,126-905,JOHNSON,1,2019-06-01T00:00:00.000,0,922,1607,0,0,0,839.0200,5447.7300,0,0,6286.7500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00668,KEENE ISD,Educational Institution,Public,11,2,126-906,JOHNSON,1,2019-05-01T00:00:00.000,65,0,208,0,0,139.1000,0,705.1200,0,0,844.2200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00668,KEENE ISD,Educational Institution,Public,11,2,126-906,JOHNSON,1,2019-06-01T00:00:00.000,597,0,1285,0,0,1277.5800,0,4356.1500,0,0,5633.7300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00669,RIO VISTA ISD,Educational Institution,Public,11,2,126-907,JOHNSON,1,2019-06-01T00:00:00.000,468,0,824,0,0,1001.5200,0,2793.3600,0,0,3794.8800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00671,GODLEY ISD,Educational Institution,Public,11,2,126-911,JOHNSON,1,2019-06-01T00:00:00.000,531,0,951,0,0,1136.3400,0,3223.8900,0,0,4360.2300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00677,KARNES CITY ISD,Educational Institution,Public,3,4,128-901,KARNES,2,2019-06-01T00:00:00.000,853,0,1460,0,0,1825.4200,0,4949.4000,0,0,6774.8200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00677,KARNES CITY ISD,Educational Institution,Public,3,4,128-901,KARNES,2,2019-07-01T00:00:00.000,107,0,293,0,0,235.4000,0,1025.5000,0,0,1260.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00679,RUNGE ISD,Educational Institution,Public,3,4,128-903,KARNES,1,2019-06-01T00:00:00.000,180,0,203,0,0,385.2000,0,688.1700,0,0,1073.3700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00681,CRANDALL ISD,Educational Institution,Public,10,2,129-901,KAUFMAN,3,2019-06-01T00:00:00.000,1470,0,4916,0,0,2800.3500,0,16566.9200,0,0,19367.2700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00681,CRANDALL ISD,Educational Institution,Public,10,2,129-901,KAUFMAN,3,2019-07-01T00:00:00.000,526,0,1208,0,0,1129.1200,0,4203.8400,0,0,5332.9600
