programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01112,HUNTSVILLE ISD,Educational Institution,Public,6,3,236-902,WALKER,4,2019-06-01T00:00:00.000,6985,0,12191,0,0,14465.6000,0,41327.4900,0,0,55793.0900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01112,HUNTSVILLE ISD,Educational Institution,Public,6,3,236-902,WALKER,3,2019-07-01T00:00:00.000,4632,0,6135,0,0,9412.8000,0,21472.5000,0,0,30885.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01113,HEMPSTEAD ISD,Educational Institution,Public,4,3,237-902,WALLER,3,2019-06-01T00:00:00.000,3417,0,3434,0,0,7096.4300,0,11641.2600,0,0,18737.6900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01127,EL CAMPO ISD,Educational Institution,Public,3,3,241-903,WHARTON,1,2019-06-01T00:00:00.000,1119,0,2446,0,0,2394.6600,0,8291.9400,0,0,10686.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01127,EL CAMPO ISD,Educational Institution,Public,3,3,241-903,WHARTON,1,2019-07-01T00:00:00.000,289,0,710,0,0,635.8000,0,2485.0000,0,0,3120.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01127,EL CAMPO ISD,Educational Institution,Public,3,3,241-903,WHARTON,1,2019-08-01T00:00:00.000,29,0,28,0,0,63.8000,0,98.0000,0,0,161.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01128,WHARTON ISD,Educational Institution,Public,3,3,241-904,WHARTON,1,2019-05-01T00:00:00.000,256,0,512,0,0,547.8400,0,1735.6800,0,0,2283.5200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01128,WHARTON ISD,Educational Institution,Public,3,3,241-904,WHARTON,1,2019-06-01T00:00:00.000,2148,0,3581,0,0,4596.7200,0,12139.5900,0,0,16736.3100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01130,SHAMROCK ISD,Educational Institution,Public,16,1,242-902,WHEELER,1,2019-06-01T00:00:00.000,271,0,348,0,0,579.9400,0,1179.7200,0,0,1759.6600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01144,LYFORD ISD,Educational Institution,Public,1,5,245-902,WILLACY,2,2019-06-01T00:00:00.000,1455,0,2433,0,0,3113.7000,0,8247.8700,0,0,11361.5700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01145,RAYMONDVILLE ISD,Educational Institution,Public,1,5,245-903,WILLACY,5,2019-06-01T00:00:00.000,2187,0,3120,0,0,4680.1800,0,10576.8000,0,0,15256.9800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01145,RAYMONDVILLE ISD,Educational Institution,Public,1,5,245-903,WILLACY,2,2019-07-01T00:00:00.000,1180,0,623,0,0,2596.0000,0,2180.5000,0,0,4776.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01145,RAYMONDVILLE ISD,Educational Institution,Public,1,5,245-903,WILLACY,1,2019-08-01T00:00:00.000,0,0,130,0,0,0,0,455.0000,0,0,455.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01146,SAN PERLITA ISD,Educational Institution,Public,1,5,245-904,WILLACY,3,2019-06-01T00:00:00.000,518,0,470,0,0,1108.5200,0,1593.3000,0,0,2701.8200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01146,SAN PERLITA ISD,Educational Institution,Public,1,5,245-904,WILLACY,3,2019-07-01T00:00:00.000,96,0,96,0,0,211.2000,0,336.0000,0,0,547.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01147,FLORENCE ISD,Educational Institution,Public,13,4,246-902,WILLIAMSON,1,2019-06-01T00:00:00.000,1612,0,2094,0,0,3449.6800,0,7098.6600,0,0,10548.3400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01147,FLORENCE ISD,Educational Institution,Public,13,4,246-902,WILLIAMSON,1,2019-07-01T00:00:00.000,207,0,282,0,0,455.4000,0,987.0000,0,0,1442.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01148,GEORGETOWN ISD,Educational Institution,Public,13,4,246-904,WILLIAMSON,8,2019-06-01T00:00:00.000,6778,0,10666,0,0,13262.0700,0,36157.7400,0,0,49419.8100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01148,GEORGETOWN ISD,Educational Institution,Public,13,4,246-904,WILLIAMSON,8,2019-07-01T00:00:00.000,6993,0,7431,0,0,14017.3200,0,26008.5000,0,0,40025.8200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01148,GEORGETOWN ISD,Educational Institution,Public,13,4,246-904,WILLIAMSON,7,2019-08-01T00:00:00.000,1806,0,1761,0,0,3582.2400,0,6163.5000,0,0,9745.7400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01150,HUTTO ISD,Educational Institution,Public,13,4,246-906,WILLIAMSON,1,2019-06-01T00:00:00.000,1911,0,2597,0,0,4089.5400,0,8751.8900,0,0,12841.4300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01150,HUTTO ISD,Educational Institution,Public,13,4,246-906,WILLIAMSON,1,2019-07-01T00:00:00.000,562,0,856,0,0,1236.4000,0,2978.8800,0,0,4215.2800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01151,JARRELL ISD,Educational Institution,Public,13,4,246-907,WILLIAMSON,1,2019-06-01T00:00:00.000,925,0,1484,0,0,1979.5000,0,5030.7600,0,0,7010.2600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01153,ROUND ROCK ISD,Educational Institution,Public,13,4,246-909,WILLIAMSON,8,2019-05-01T00:00:00.000,1019,0,1923,0,0,2129.2100,0,6480.5100,0,0,8609.7200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01153,ROUND ROCK ISD,Educational Institution,Public,13,4,246-909,WILLIAMSON,12,2019-06-01T00:00:00.000,12239,0,20481,0,84,25452.6100,0,69020.9700,0,278.0400,94751.6200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01153,ROUND ROCK ISD,Educational Institution,Public,13,4,246-909,WILLIAMSON,4,2019-07-01T00:00:00.000,0,0,0,0,65,0,0,0,0,221.6500,221.6500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01154,TAYLOR ISD,Educational Institution,Public,13,4,246-911,WILLIAMSON,6,2019-06-01T00:00:00.000,5121,0,7087,0,0,10958.9400,0,24024.9300,0,0,34983.8700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01154,TAYLOR ISD,Educational Institution,Public,13,4,246-911,WILLIAMSON,4,2019-07-01T00:00:00.000,2394,0,3914,0,0,5266.8000,0,13699.0000,0,0,18965.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01154,TAYLOR ISD,Educational Institution,Public,13,4,246-911,WILLIAMSON,4,2019-08-01T00:00:00.000,263,0,407,0,0,578.6000,0,1424.5000,0,0,2003.1000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01158,FLORESVILLE ISD,Educational Institution,Public,20,4,247-901,WILSON,3,2019-06-01T00:00:00.000,1889,0,3584,0,0,3770.5100,0,12149.7600,0,0,15920.2700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01158,FLORESVILLE ISD,Educational Institution,Public,20,4,247-901,WILSON,2,2019-07-01T00:00:00.000,305,0,782,0,0,563.0000,0,2737.0000,0,0,3300.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01158,FLORESVILLE ISD,Educational Institution,Public,20,4,247-901,WILSON,2,2019-08-01T00:00:00.000,0,0,50,0,0,0,0,175.0000,0,0,175.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01161,STOCKDALE ISD,Educational Institution,Public,20,4,247-906,WILSON,2,2019-05-01T00:00:00.000,203,0,210,0,0,434.4200,0,711.9000,0,0,1146.3200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01161,STOCKDALE ISD,Educational Institution,Public,20,4,247-906,WILSON,2,2019-06-01T00:00:00.000,936,0,906,0,0,2003.0400,0,3071.3400,0,0,5074.3800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01161,STOCKDALE ISD,Educational Institution,Public,20,4,247-906,WILSON,2,2019-07-01T00:00:00.000,70,0,70,0,0,154.0000,0,245.0000,0,0,399.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01166,BRIDGEPORT ISD,Educational Institution,Public,11,2,249-903,WISE,2,2019-05-01T00:00:00.000,138,0,304,0,0,295.3200,0,1030.5600,0,0,1325.8800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01166,BRIDGEPORT ISD,Educational Institution,Public,11,2,249-903,WISE,2,2019-06-01T00:00:00.000,1603,0,2245,0,0,3430.4200,0,7610.5500,0,0,11040.9700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01166,BRIDGEPORT ISD,Educational Institution,Public,11,2,249-903,WISE,2,2019-07-01T00:00:00.000,366,0,424,0,0,805.2000,0,1484.0000,0,0,2289.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01168,DECATUR ISD,Educational Institution,Public,11,2,249-905,WISE,3,2019-05-01T00:00:00.000,166,0,419,0,0,355.2400,0,1420.4100,0,0,1775.6500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01168,DECATUR ISD,Educational Institution,Public,11,2,249-905,WISE,3,2019-06-01T00:00:00.000,842,0,2438,0,0,1801.8800,0,8264.8200,0,0,10066.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01168,DECATUR ISD,Educational Institution,Public,11,2,249-905,WISE,1,2019-07-01T00:00:00.000,0,0,559,0,0,0,0,1956.5000,0,0,1956.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01172,MINEOLA ISD,Educational Institution,Public,7,2,250-903,WOOD,1,2019-06-01T00:00:00.000,974,0,1416,0,0,2084.3600,0,4800.2400,0,0,6884.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01179,GRAHAM ISD,Educational Institution,Public,9,2,252-901,YOUNG,1,2019-06-01T00:00:00.000,192,0,180,0,0,410.8800,0,610.2000,0,0,1021.0800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01187,BOB HOPE SCHOOL,Educational Institution,Charter,5,3,123-807,JEFFERSON,3,2019-06-01T00:00:00.000,1907,0,1855,0,0,4020.4300,0,6288.4500,0,0,10308.8800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,01187,BOB HOPE SCHOOL,Educational Institution,Charter,5,3,123-807,JEFFERSON,1,2019-07-01T00:00:00.000,98,0,98,0,0,215.6000,0,343.0000,0,0,558.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,04129,EXCELLENCE IN LEADERSHIP ACADEMY,Educational Institution,Charter,1,5,108-809,HIDALGO,1,2019-06-01T00:00:00.000,560,0,1087,0,0,1198.4000,0,3684.9300,0,0,4883.3300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,04199,"AUSTIN ACHIEVE PUBLIC SCHOOLS, INC.",Educational Institution,Charter,13,4,227-825,TRAVIS,1,2019-06-01T00:00:00.000,1800,0,1995,0,0,3852.0000,0,6763.0500,0,0,10615.0500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,04581,INTERNATIONAL LEADERSHIP OF TEXAS,Educational Institution,Charter,10,2,057-848,DALLAS,11,2019-05-01T00:00:00.000,674,0,711,0,0,1353.8100,0,2410.2900,0,0,3764.1000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,04581,INTERNATIONAL LEADERSHIP OF TEXAS,Educational Institution,Charter,10,2,057-848,DALLAS,12,2019-06-01T00:00:00.000,9505,0,11517,0,0,18832.2000,0,39042.6300,0,0,57874.8300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,04581,INTERNATIONAL LEADERSHIP OF TEXAS,Educational Institution,Charter,10,2,057-848,DALLAS,2,2019-07-01T00:00:00.000,876,0,1105,0,0,1735.3200,0,3867.5000,0,0,5602.8200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,04581,INTERNATIONAL LEADERSHIP OF TEXAS,Educational Institution,Charter,10,2,057-848,DALLAS,2,2019-08-01T00:00:00.000,133,0,165,0,0,254.8000,0,577.5000,0,0,832.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,06362,YELLOWSTONE ACADEMY,Private Non Profit Organization,Private,4,3,0,HARRIS,1,2019-06-01T00:00:00.000,209,0,237,0,0,447.2600,0,798.6900,0,0,1245.9500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,06376,YELLOWSTONE EDUCATION FOUNDATION,Private Non Profit Organization,Charter,4,3,101-873,HARRIS,1,2019-06-01T00:00:00.000,539,0,745,0,0,1153.4600,0,2510.6500,0,0,3664.1100
