cesiteid,programyear,program,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,cecounty,sitecounty,claimdate,breakfastdays,breakfast,secondbreakfast,breakfasttotal,amsnackdays,amsnack,secondamsnack,amsnacktotal,lunchdays,lunch,secondlunch,lunchtotal,pmsnackdays,pmsnack,secondpmsnack,pmsnacktotal,supperdays,supper,secondsupper,suppertotal,totalsnacks,totalmeals_snacks
00560-1173,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1173,Iglesia Alianza de Harlingen,HIDALGO,CAMERON,2018-07-01T00:00:00.000,0,0,,0,0,0,,0,10,425,,425,0,0,,0,0,0,,0,0,425
00560-1174,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1174,Busy Bristles Art Studio,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,19,285,,285,0,0,,0,18,270,,270,0,0,,0,0,0,,0,0,555
00560-1174,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1174,Busy Bristles Art Studio,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,15,225,,225,0,0,,0,15,225,,225,0,0,,0,0,0,,0,0,450
00560-1175,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1175,Iglesia Torre De Poder,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,4,400,,400,0,0,,0,4,400,,400,0,0,,0,0,0,,0,0,800
00560-1175,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1175,Iglesia Torre De Poder,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,10,1000,,1000,0,0,,0,10,1000,,1000,0,0,,0,0,0,,0,0,2000
00560-1176,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1176,Iglesia Uncion y Poder,HIDALGO,CAMERON,2018-07-01T00:00:00.000,5,200,,200,0,0,,0,5,200,,200,0,0,,0,0,0,,0,0,400
00560-1177,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1177,Iglesia Nuevo Nacimiento,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,4,240,,240,0,0,,0,13,1355,,1355,0,0,,0,0,0,,0,0,1595
00560-1177,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1177,Iglesia Nuevo Nacimiento,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,5,300,,300,0,0,,0,15,1500,,1500,0,0,,0,0,0,,0,0,1800
00560-1178,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1178,Creative Arts Studio,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,12,600,,600,0,0,,0,11,550,,550,0,0,,0,0,0,,0,0,1150
00560-1178,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1178,Creative Arts Studio,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,16,800,,800,0,0,,0,16,800,,800,0,0,,0,0,0,,0,0,1600
00560-1179,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1179,Templo Biblico El Rey Ya Viene,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
00560-1180,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1180,Luz Para Las Naciones,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,0,0,,0,0,0,,0,4,800,,800,0,0,,0,0,0,,0,0,800
00560-1181,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1181,Esperanza De Vida,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,0,0,,0,0,0,,0,7,170,,170,0,0,,0,0,0,,0,0,170
00560-1181,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1181,Esperanza De Vida,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,0,0,,0,0,0,,0,14,510,,510,0,0,,0,0,0,,0,0,510
00560-1182,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1182,Nuevo Nacimiento 2,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,0,0,,0,0,0,,0,6,2500,,2500,0,0,,0,0,0,,0,0,2500
00560-1183,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1183,Vital Church,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,2,375,,375,0,0,,0,5,530,,530,0,0,,0,0,0,,0,0,905
00560-1183,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1183,Vital Church,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,5,1000,,1000,0,0,,0,4,240,,240,0,0,,0,0,0,,0,0,1240
00560-1184,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1184,Monte Alto Baptist Church,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,3,75,,75,0,0,,0,3,75,,75,0,0,,0,0,0,,0,0,150
00560-1184,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1184,Monte Alto Baptist Church,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,4,100,,100,0,0,,0,4,100,,100,0,0,,0,0,0,,0,0,200
00560-1185,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1185,Grace Church,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,15,950,,950,0,0,,0,14,880,,880,0,0,,0,0,0,,0,0,1830
00560-1185,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1185,Grace Church,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,24,2350,,2350,0,0,,0,24,2320,,2320,0,0,,0,0,0,,0,0,4670
00560-1186,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1186,Camino De Salvacion,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,0,0,,0,0,0,,0,19,3500,,3500,0,0,,0,0,0,,0,0,3500
00560-1186,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1186,Camino De Salvacion,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,5,500,,500,0,0,,0,5,500,,500,0,0,,0,0,0,,0,0,1000
00560-1187,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1187,Iglesia Cristiana Pescador de Hombres,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,2,125,,125,0,0,,0,6,365,,365,0,0,,0,0,0,,0,0,490
00560-1187,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1187,Iglesia Cristiana Pescador de Hombres,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,5,350,,350,0,0,,0,17,1705,,1705,0,0,,0,0,0,,0,0,2055
00560-1188,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1188,First Baptist Church Weslaco,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,5,200,,200,0,0,,0,5,200,,200,0,0,,0,0,0,,0,0,400
00560-1189,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1189,SDA Elsa,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,0,0,,0,0,0,,0,7,700,,700,0,0,,0,0,0,,0,0,700
00560-1192,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1192,Faithway Church,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,3,450,,450,0,0,,0,3,450,,450,0,0,,0,0,0,,0,0,900
00560-1193,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,1193,Valley Grande Academy,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,5,200,,200,0,0,,0,5,1000,,1000,0,0,,0,0,0,,0,0,1200
00562-0006,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0006,IDEA COLLEGE PREPARATORY SAN JUAN,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,15,705,,705,0,0,,0,14,1182,,1182,0,0,,0,0,0,,0,0,1887
00562-0006,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0006,IDEA COLLEGE PREPARATORY SAN JUAN,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,6,28,,28,0,0,,0,6,27,,27,0,0,,0,0,0,,0,0,55
00562-0006,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0006,IDEA COLLEGE PREPARATORY SAN JUAN,HIDALGO,HIDALGO,2018-08-01T00:00:00.000,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
00562-0020,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0020,IDEA Carver College PreparatoRY,HIDALGO,BEXAR,2018-06-01T00:00:00.000,17,1803,,1803,0,0,,0,17,1794,,1794,0,0,,0,0,0,,0,0,3597
00562-0020,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0020,IDEA Carver College PreparatoRY,HIDALGO,BEXAR,2018-07-01T00:00:00.000,15,107,,107,0,0,,0,15,166,,166,0,0,,0,0,0,,0,0,273
00562-0020,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0020,IDEA Carver College PreparatoRY,HIDALGO,BEXAR,2018-08-01T00:00:00.000,3,106,,106,0,0,,0,3,113,,113,0,0,,0,0,0,,0,0,219
00562-0101,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0101,IDEA ACADEMY.,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,20,1373,,1373,0,0,,0,18,2307,,2307,0,0,,0,0,0,,0,0,3680
00562-0101,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0101,IDEA ACADEMY.,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,17,476,,476,0,0,,0,17,477,,477,0,0,,0,0,0,,0,0,953
00562-0101,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0101,IDEA ACADEMY.,HIDALGO,HIDALGO,2018-08-01T00:00:00.000,3,57,,57,0,0,,0,3,81,,81,0,0,,0,0,0,,0,0,138
00562-0102,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0102,IDEA QUEST ACADEMY,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,16,1544,,1544,0,0,,0,17,2811,,2811,0,0,,0,0,0,,0,0,4355
00562-0102,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0102,IDEA QUEST ACADEMY,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,14,274,,274,0,0,,0,8,319,,319,0,0,,0,0,0,,0,0,593
00562-0102,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0102,IDEA QUEST ACADEMY,HIDALGO,HIDALGO,2018-08-01T00:00:00.000,3,85,,85,0,0,,0,3,140,,140,0,0,,0,0,0,,0,0,225
00562-0103,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0103,IDEA FRONTIER ACADEMY,HIDALGO,CAMERON,2018-06-01T00:00:00.000,16,934,,934,0,0,,0,16,1818,,1818,0,0,,0,0,0,,0,0,2752
00562-0103,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0103,IDEA FRONTIER ACADEMY,HIDALGO,CAMERON,2018-07-01T00:00:00.000,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
00562-0103,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0103,IDEA FRONTIER ACADEMY,HIDALGO,CAMERON,2018-08-01T00:00:00.000,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
00562-0104,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,16,2461,,2461,0,0,,0,16,2641,,2641,0,0,,0,0,0,,0,0,5102
00562-0104,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
00562-0104,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0104,IDEA COLLEGE ACADEMY-MISSION,HIDALGO,HIDALGO,2018-08-01T00:00:00.000,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
00562-0105,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0105,IDEA COLLEGE ACADEMY-SAN BENITO,HIDALGO,CAMERON,2018-06-01T00:00:00.000,18,985,,985,0,0,,0,20,1665,,1665,0,0,,0,0,0,,0,0,2650
00562-0105,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0105,IDEA COLLEGE ACADEMY-SAN BENITO,HIDALGO,CAMERON,2018-07-01T00:00:00.000,3,134,,134,0,0,,0,12,224,,224,0,0,,0,0,0,,0,0,358
00562-0105,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0105,IDEA COLLEGE ACADEMY-SAN BENITO,HIDALGO,CAMERON,2018-08-01T00:00:00.000,2,133,,133,0,0,,0,3,247,,247,0,0,,0,0,0,,0,0,380
00562-0106,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0106,IDEA ACADEMY SAN JUAN,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,18,348,,348,0,0,,0,18,480,,480,0,0,,0,0,0,,0,0,828
00562-0106,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0106,IDEA ACADEMY SAN JUAN,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,17,231,,231,0,0,,0,17,378,,378,0,0,,0,0,0,,0,0,609
00562-0106,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0106,IDEA ACADEMY SAN JUAN,HIDALGO,HIDALGO,2018-08-01T00:00:00.000,3,10,,10,0,0,,0,3,10,,10,0,0,,0,0,0,,0,0,20
00562-0107,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0107,IDEA ACADEMY ALAMO,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,19,2773,,2773,0,0,,0,17,3622,,3622,0,0,,0,0,0,,0,0,6395
00562-0107,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0107,IDEA ACADEMY ALAMO,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,7,321,,321,0,0,,0,5,428,,428,0,0,,0,0,0,,0,0,749
00562-0107,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0107,IDEA ACADEMY ALAMO,HIDALGO,HIDALGO,2018-08-01T00:00:00.000,3,240,,240,0,0,,0,3,240,,240,0,0,,0,0,0,,0,0,480
00562-0108,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0108,IDEA ACADEMY PHARR,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,17,3079,,3079,0,0,,0,16,3301,,3301,0,0,,0,0,0,,0,0,6380
00562-0108,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0108,IDEA ACADEMY PHARR,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,19,1075,,1075,0,0,,0,19,1158,,1158,0,0,,0,0,0,,0,0,2233
00562-0108,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0108,IDEA ACADEMY PHARR,HIDALGO,HIDALGO,2018-08-01T00:00:00.000,2,108,,108,0,0,,0,3,170,,170,0,0,,0,0,0,,0,0,278
00562-0109,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0109,IDEA Edinburg Academy.,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,16,1515,,1515,0,0,,0,16,2274,,2274,0,0,,0,0,0,,0,0,3789
00562-0109,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0109,IDEA Edinburg Academy.,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,7,712,,712,0,0,,0,7,923,,923,0,0,,0,0,0,,0,0,1635
00562-0109,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0109,IDEA Edinburg Academy.,HIDALGO,HIDALGO,2018-08-01T00:00:00.000,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
00562-0110,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0110,IDEA ACADEMY WESLACO,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,18,3412,,3412,0,0,,0,17,3580,,3580,0,0,,0,0,0,,0,0,6992
00562-0110,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0110,IDEA ACADEMY WESLACO,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,5,942,,942,0,0,,0,5,978,,978,0,0,,0,0,0,,0,0,1920
00562-0110,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0110,IDEA ACADEMY WESLACO,HIDALGO,HIDALGO,2018-08-01T00:00:00.000,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
00562-0111,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0111,IDEA MCALLEN ACADEMY,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,20,1940,,1940,0,0,,0,19,2201,,2201,0,0,,0,0,0,,0,0,4141
00562-0111,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0111,IDEA MCALLEN ACADEMY,HIDALGO,HIDALGO,2018-07-01T00:00:00.000,16,164,,164,0,0,,0,16,219,,219,0,0,,0,0,0,,0,0,383
00562-0111,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0111,IDEA MCALLEN ACADEMY,HIDALGO,HIDALGO,2018-08-01T00:00:00.000,2,442,,442,0,0,,0,2,604,,604,0,0,,0,0,0,,0,0,1046
00562-0112,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0112,IDEA BROWNSVILLE ACADEMY,HIDALGO,CAMERON,2018-06-01T00:00:00.000,19,1944,,1944,0,0,,0,17,2547,,2547,0,0,,0,0,0,,0,0,4491
00562-0112,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0112,IDEA BROWNSVILLE ACADEMY,HIDALGO,CAMERON,2018-07-01T00:00:00.000,12,381,,381,0,0,,0,14,487,,487,0,0,,0,0,0,,0,0,868
00562-0112,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0112,IDEA BROWNSVILLE ACADEMY,HIDALGO,CAMERON,2018-08-01T00:00:00.000,3,153,,153,0,0,,0,1,6,,6,0,0,,0,0,0,,0,0,159
00562-0113,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0113,IDEA WESLACO PIKE ACADEMY,HIDALGO,CAMERON,2018-06-01T00:00:00.000,18,1437,,1437,0,0,,0,18,1685,,1685,0,0,,0,0,0,,0,0,3122
00562-0113,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0113,IDEA WESLACO PIKE ACADEMY,HIDALGO,CAMERON,2018-07-01T00:00:00.000,12,257,,257,0,0,,0,12,355,,355,0,0,,0,0,0,,0,0,612
00562-0113,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0113,IDEA WESLACO PIKE ACADEMY,HIDALGO,CAMERON,2018-08-01T00:00:00.000,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
00562-0114,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0114,IDEA RIVERVIEW ACADEMY,HIDALGO,CAMERON,2018-06-01T00:00:00.000,18,1109,,1109,0,0,,0,18,1260,,1260,0,0,,0,0,0,,0,0,2369
00562-0114,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0114,IDEA RIVERVIEW ACADEMY,HIDALGO,CAMERON,2018-07-01T00:00:00.000,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
00562-0114,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0114,IDEA RIVERVIEW ACADEMY,HIDALGO,CAMERON,2018-08-01T00:00:00.000,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
00562-0115,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0115,IDEA NORTH MISSION ACADEMY,HIDALGO,CAMERON,2018-06-01T00:00:00.000,16,2534,,2534,0,0,,0,16,3037,,3037,0,0,,0,0,0,,0,0,5571
00562-0115,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0115,IDEA NORTH MISSION ACADEMY,HIDALGO,CAMERON,2018-07-01T00:00:00.000,6,367,,367,0,0,,0,4,363,,363,0,0,,0,0,0,,0,0,730
00562-0115,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0115,IDEA NORTH MISSION ACADEMY,HIDALGO,CAMERON,2018-08-01T00:00:00.000,2,484,,484,0,0,,0,2,416,,416,0,0,,0,0,0,,0,0,900
00562-0116,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0116,IDEA RIO GRANDE CITY ACADEMY,HIDALGO,CAMERON,2018-06-01T00:00:00.000,9,27,,27,0,0,,0,17,105,,105,0,0,,0,0,0,,0,0,132
00562-0116,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0116,IDEA RIO GRANDE CITY ACADEMY,HIDALGO,CAMERON,2018-07-01T00:00:00.000,12,409,,409,0,0,,0,14,611,,611,0,0,,0,0,0,,0,0,1020
00562-0116,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0116,IDEA RIO GRANDE CITY ACADEMY,HIDALGO,CAMERON,2018-08-01T00:00:00.000,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
00562-0117,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0117,IDEA TRES LAGOS ACADEMY,HIDALGO,CAMERON,2018-06-01T00:00:00.000,20,959,,959,0,0,,0,19,1110,,1110,0,0,,0,0,0,,0,0,2069
00562-0117,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0117,IDEA TRES LAGOS ACADEMY,HIDALGO,CAMERON,2018-07-01T00:00:00.000,16,511,,511,0,0,,0,13,681,,681,0,0,,0,0,0,,0,0,1192
00562-0117,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0117,IDEA TRES LAGOS ACADEMY,HIDALGO,CAMERON,2018-08-01T00:00:00.000,1,111,,111,0,0,,0,1,121,,121,0,0,,0,0,0,,0,0,232
00562-0121,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,0121,IDEA SOUTH FLORES ACADEMY,HIDALGO,HIDALGO,2018-06-01T00:00:00.000,20,2336,,2336,0,0,,0,18,3415,,3415,0,0,,0,0,0,,0,0,5751
