cesiteid,programyear,program,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,cecounty,sitecounty,claimdate,breakfastdays,breakfast,secondbreakfast,breakfasttotal,amsnackdays,amsnack,secondamsnack,amsnacktotal,lunchdays,lunch,secondlunch,lunchtotal,pmsnackdays,pmsnack,secondpmsnack,pmsnacktotal,supperdays,supper,secondsupper,suppertotal,totalsnacks,totalmeals_snacks
01051-0108,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,0108,CROCKETT EL,TOM GREEN,TOM GREEN,2018-06-01T00:00:00.000,23,2629,0,2629,0,0,0,0,23,4292,23,4315,0,0,0,0,0,0,0,0,0,6944
01051-0116,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,0116,REAGAN EL,TOM GREEN,TOM GREEN,2018-06-01T00:00:00.000,23,2785,0,2785,0,0,0,0,23,4798,13,4811,0,0,0,0,0,0,0,0,0,7596
01051-0117,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,0117,RIO VISTA HEAD START,TOM GREEN,TOM GREEN,2018-06-01T00:00:00.000,23,771,0,771,0,0,0,0,23,2017,5,2022,0,0,0,0,0,0,0,0,0,2793
01051-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01051,SAN ANGELO ISD,Educational Institution,School Food Authority,15,4,1202,BOYS AND GIRLS CLUB - NORTHSIDE,TOM GREEN,TOM GREEN,2018-06-01T00:00:00.000,23,1061,0,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061
01054-0001,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01054,GRAPE CREEK ISD,Educational Institution,School Food Authority,15,4,0001,GRAPE CREEK H S,TOM GREEN,TOM GREEN,2018-05-01T00:00:00.000,3,7,0,7,0,0,0,0,3,13,0,13,0,0,0,0,0,0,0,0,0,20
01054-0101,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01054,GRAPE CREEK ISD,Educational Institution,School Food Authority,15,4,0101,GRAPE CREEK INT,TOM GREEN,TOM GREEN,2018-05-01T00:00:00.000,3,236,0,236,0,0,0,0,3,276,0,276,0,0,0,0,0,0,0,0,0,512
01054-0101,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01054,GRAPE CREEK ISD,Educational Institution,School Food Authority,15,4,0101,GRAPE CREEK INT,TOM GREEN,TOM GREEN,2018-06-01T00:00:00.000,16,863,0,863,0,0,0,0,16,1080,3,1083,0,0,0,0,0,0,0,0,0,1946
01085-0002,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,0002,GILMER H S,UPSHUR,UPSHUR,2018-06-01T00:00:00.000,12,334,0,334,0,0,0,0,12,335,1,336,0,0,0,0,0,0,0,0,0,670
01085-0002,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,0002,GILMER H S,UPSHUR,UPSHUR,2018-07-01T00:00:00.000,12,220,0,220,0,0,0,0,12,239,0,239,0,0,0,0,0,0,0,0,0,459
01085-0041,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,0041,GILMER J H,UPSHUR,UPSHUR,2018-06-01T00:00:00.000,12,106,0,106,0,0,0,0,12,131,1,132,0,0,0,0,0,0,0,0,0,238
01085-0102,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,0102,GILMER EL,UPSHUR,UPSHUR,2018-06-01T00:00:00.000,15,1142,1,1143,0,0,0,0,15,1446,4,1450,0,0,0,0,0,0,0,0,0,2593
01085-0102,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,0102,GILMER EL,UPSHUR,UPSHUR,2018-07-01T00:00:00.000,21,389,2,391,0,0,0,0,21,610,0,610,0,0,0,0,0,0,0,0,0,1001
01085-0103,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,0103,GILMER INT,UPSHUR,UPSHUR,2018-06-01T00:00:00.000,12,227,11,238,0,0,0,0,12,249,6,255,0,0,0,0,0,0,0,0,0,493
01085-1201,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,1201,FIRST BAPTIST CHURCH - LUNCH,UPSHUR,UPSHUR,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,13,554,0,554,0,0,0,0,0,0,0,0,0,554
01085-1201,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,1201,FIRST BAPTIST CHURCH - LUNCH,UPSHUR,UPSHUR,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,18,630,0,630,0,0,0,0,0,0,0,0,0,630
01085-1204,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,1204,GILMER METHODIST CHURCH,UPSHUR,UPSHUR,2018-07-01T00:00:00.000,5,187,0,187,0,0,0,0,5,202,0,202,0,0,0,0,0,0,0,0,0,389
01085-1209,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,1209,BETHLEHEM BAPTIST CHURCH,UPSHUR,UPSHUR,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,0,96,0,96
01085-1211,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,1211,YAMBOREE PARK,UPSHUR,UPSHUR,2018-06-01T00:00:00.000,10,206,13,219,0,0,0,0,10,331,19,350,0,0,0,0,0,0,0,0,0,569
01085-1211,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,1211,YAMBOREE PARK,UPSHUR,UPSHUR,2018-07-01T00:00:00.000,14,321,37,358,0,0,0,0,14,408,22,430,0,0,0,0,0,0,0,0,0,788
01085-1214,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,1214,Housing Authority #2,UPSHUR,UPSHUR,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,15,79,7,86,0,0,0,0,0,0,0,0,0,86
01085-1214,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,1214,Housing Authority #2,UPSHUR,UPSHUR,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,14,111,8,119,0,0,0,0,0,0,0,0,0,119
01085-1218,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,1218,Gilmer Housing Authority #1,UPSHUR,UPSHUR,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,15,173,9,182,0,0,0,0,0,0,0,0,0,182
01085-1218,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01085,GILMER ISD,Educational Institution,School Food Authority,7,2,1218,Gilmer Housing Authority #1,UPSHUR,UPSHUR,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,14,121,6,127,0,0,0,0,0,0,0,0,0,127
01114-0002,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01114,WALLER ISD,Educational Institution,School Food Authority,4,3,0002,WALLER H S,WALLER,WALLER,2018-06-01T00:00:00.000,14,1068,0,1068,0,0,0,0,14,1505,0,1505,0,0,0,0,0,0,0,0,0,2573
01114-0043,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01114,WALLER ISD,Educational Institution,School Food Authority,4,3,0043,SCHULTZ J H,WALLER,HARRIS,2018-06-01T00:00:00.000,14,462,0,462,0,0,0,0,14,1192,0,1192,0,0,0,0,0,0,0,0,0,1654
01114-0102,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01114,WALLER ISD,Educational Institution,School Food Authority,4,3,0102,I T HOLLEMAN EL,WALLER,WALLER,2018-06-01T00:00:00.000,14,2337,0,2337,0,0,0,0,14,3402,0,3402,0,0,0,0,0,0,0,0,0,5739
01116-0107,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01116,MONAHANS-WICKETT-PYOTE ISD,Educational Institution,School Food Authority,18,1,0107,SUDDERTH EL,WARD,WARD,2018-06-01T00:00:00.000,19,948,3,951,0,0,0,0,19,1498,1,1499,0,0,0,0,0,0,0,0,0,2450
01118-0001,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01118,BRENHAM ISD,Educational Institution,School Food Authority,6,3,0001,BRENHAM HIGH SCHOOL,WASHINGTON,WASHINGTON,2018-06-01T00:00:00.000,6,253,0,253,0,0,0,0,16,934,0,934,0,0,0,0,0,0,0,0,0,1187
01118-0001,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01118,BRENHAM ISD,Educational Institution,School Food Authority,6,3,0001,BRENHAM HIGH SCHOOL,WASHINGTON,WASHINGTON,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,4,156,0,156,0,0,0,0,0,0,0,0,0,156
01118-0101,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01118,BRENHAM ISD,Educational Institution,School Food Authority,6,3,0101,ALTON EL,WASHINGTON,WASHINGTON,2018-06-01T00:00:00.000,20,2198,0,2198,0,0,0,0,20,3990,0,3990,0,0,0,0,0,0,0,0,0,6188
00082-0005,2017-2018,SEAMLESS_SUMMER_OPTION_MEALS,00082,SAN ANTONIO ISD,Educational Institution,Public,20,4,0005,HIGHLANDS H S,BEXAR,BEXAR,2018-06-01T00:00:00.000,20,685,,685,0,0,,0,20,1548,,1548,0,0,,0,0,0,,0,0,2233
01118-0101,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01118,BRENHAM ISD,Educational Institution,School Food Authority,6,3,0101,ALTON EL,WASHINGTON,WASHINGTON,2018-07-01T00:00:00.000,8,779,0,779,0,0,0,0,8,1564,0,1564,0,0,0,0,0,0,0,0,0,2343
01118-0107,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01118,BRENHAM ISD,Educational Institution,School Food Authority,6,3,0107,Boys and Girls Club,WASHINGTON,WASHINGTON,2018-06-01T00:00:00.000,20,1204,16,1220,0,0,0,0,20,2950,9,2959,0,0,0,0,0,0,0,0,0,4179
01118-0107,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01118,BRENHAM ISD,Educational Institution,School Food Authority,6,3,0107,Boys and Girls Club,WASHINGTON,WASHINGTON,2018-07-01T00:00:00.000,19,977,29,1006,0,0,0,0,19,2622,63,2685,0,0,0,0,0,0,0,0,0,3691
01118-0108,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01118,BRENHAM ISD,Educational Institution,School Food Authority,6,3,0108,Brenham Housing Authority,WASHINGTON,WASHINGTON,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,15,91,1,92,0,0,0,0,0,0,0,0,0,92
01122-0001,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0001,MARTIN H S,WEBB,WEBB,2018-06-01T00:00:00.000,16,1421,0,1421,0,0,0,0,16,3149,0,3149,0,0,0,0,0,0,0,0,0,4570
01122-0001,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0001,MARTIN H S,WEBB,WEBB,2018-07-01T00:00:00.000,15,594,0,594,0,0,0,0,15,927,0,927,0,0,0,0,0,0,0,0,0,1521
01122-0002,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0002,NIXON H S,WEBB,WEBB,2018-06-01T00:00:00.000,16,1486,0,1486,0,0,0,0,16,2624,0,2624,0,0,0,0,0,0,0,0,0,4110
01122-0002,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0002,NIXON H S,WEBB,WEBB,2018-07-01T00:00:00.000,15,538,0,538,0,0,0,0,15,1135,0,1135,0,0,0,0,0,0,0,0,0,1673
01122-0003,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0003,DR LEO CIGARROA H S,WEBB,WEBB,2018-06-01T00:00:00.000,15,4834,0,4834,0,0,0,0,15,5313,0,5313,0,0,0,0,0,0,0,0,0,10147
01122-0003,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0003,DR LEO CIGARROA H S,WEBB,WEBB,2018-07-01T00:00:00.000,15,960,0,960,0,0,0,0,15,946,0,946,0,0,0,0,0,0,0,0,0,1906
01122-0004,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0004,VIDAL M. TREVINO MAGNET SCHOOL,WEBB,WEBB,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,2,86,0,86,0,0,0,0,0,0,0,0,0,86
01122-0008,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0008,EARLY COLLEGE HIGH SCHOOL,WEBB,WEBB,2018-06-01T00:00:00.000,16,3458,0,3458,0,0,0,0,16,5019,0,5019,0,0,0,0,0,0,0,0,0,8477
01122-0008,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0008,EARLY COLLEGE HIGH SCHOOL,WEBB,WEBB,2018-07-01T00:00:00.000,11,854,0,854,0,0,0,0,11,1648,0,1648,0,0,0,0,0,0,0,0,0,2502
01122-0041,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0041,CHRISTEN MIDDLE,WEBB,WEBB,2018-06-01T00:00:00.000,15,1442,0,1442,0,0,0,0,15,3785,0,3785,0,0,0,0,0,0,0,0,0,5227
01122-0042,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0042,LAMAR MIDDLE,WEBB,WEBB,2018-06-01T00:00:00.000,15,943,0,943,0,0,0,0,15,2871,0,2871,0,0,0,0,0,0,0,0,0,3814
01122-0044,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0044,MEMORIAL MIDDLE,WEBB,WEBB,2018-06-01T00:00:00.000,15,846,0,846,0,0,0,0,15,1731,0,1731,0,0,0,0,0,0,0,0,0,2577
01122-0101,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0101,BRUNI EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1558,0,1558,0,0,0,0,15,1713,0,1713,0,0,0,0,0,0,0,0,0,3271
01122-0102,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0102,DON JOSE GALLEGO ELEMENTARY,WEBB,WEBB,2018-06-01T00:00:00.000,15,1182,0,1182,0,0,0,0,15,1769,0,1769,0,0,0,0,0,0,0,0,0,2951
01122-0104,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0104,DAICHES EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1688,0,1688,0,0,0,0,15,2003,0,2003,0,0,0,0,0,0,0,0,0,3691
01122-0105,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0105,FARIAS EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1388,0,1388,0,0,0,0,15,3370,0,3370,0,0,0,0,0,0,0,0,0,4758
01122-0106,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0106,HEIGHTS EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1369,0,1369,0,0,0,0,15,1997,0,1997,0,0,0,0,0,0,0,0,0,3366
01122-0108,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0108,LEYENDECKER EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1599,0,1599,0,0,0,0,15,1962,0,1962,0,0,0,0,0,0,0,0,0,3561
01122-0109,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0109,MACDONELL EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1358,0,1358,0,0,0,0,15,1613,0,1613,0,0,0,0,0,0,0,0,0,2971
01122-0110,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0110,MILTON EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1287,0,1287,0,0,0,0,15,1851,0,1851,0,0,0,0,0,0,0,0,0,3138
01122-0111,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0111,PIERCE EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1194,0,1194,0,0,0,0,15,1530,0,1530,0,0,0,0,0,0,0,0,0,2724
01122-0112,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0112,RYAN EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1700,0,1700,0,0,0,0,15,1869,0,1869,0,0,0,0,0,0,0,0,0,3569
01122-0115,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0115,SANTA MARIA EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1322,0,1322,0,0,0,0,15,1612,0,1612,0,0,0,0,0,0,0,0,0,2934
01122-0116,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0116,SANTO NINO EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1833,0,1833,0,0,0,0,15,2246,0,2246,0,0,0,0,0,0,0,0,0,4079
01122-0119,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0119,D D HACHAR EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,2550,0,2550,0,0,0,0,15,2843,0,2843,0,0,0,0,0,0,0,0,0,5393
01122-0120,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0120,J C MARTIN JR EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1402,0,1402,0,0,0,0,15,1673,0,1673,0,0,0,0,0,0,0,0,0,3075
01122-0121,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0121,H B ZACHRY EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1289,0,1289,0,0,0,0,15,1611,0,1611,0,0,0,0,0,0,0,0,0,2900
01122-0122,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0122,J KAWAS EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,787,0,787,0,0,0,0,15,1107,0,1107,0,0,0,0,0,0,0,0,0,1894
01122-0123,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0123,DOVALINA EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1289,0,1289,0,0,0,0,15,1386,0,1386,0,0,0,0,0,0,0,0,0,2675
01122-0124,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0124,LIGARDE EL,WEBB,WEBB,2018-06-01T00:00:00.000,15,1215,0,1215,0,0,0,0,15,1637,0,1637,0,0,0,0,0,0,0,0,0,2852
01122-0125,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,0125,T SANCHEZ EL / H OCHOA EL.,WEBB,WEBB,2018-06-01T00:00:00.000,15,1607,0,1607,0,0,0,0,15,2263,0,2263,0,0,0,0,0,0,0,0,0,3870
01122-1201,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1201,San Juan Diego Catholic School,WEBB,WEBB,2018-06-01T00:00:00.000,20,288,0,288,0,0,0,0,20,314,0,314,0,0,0,0,0,0,0,0,0,602
01122-1201,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1201,San Juan Diego Catholic School,WEBB,WEBB,2018-07-01T00:00:00.000,19,365,0,365,0,0,0,0,19,376,0,376,0,0,0,0,0,0,0,0,0,741
01122-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1202,ANA MARIA LOZANO HOUSING PROJECT,WEBB,WEBB,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,20,370,0,370,20,379,0,379,0,0,0,0,379,749
01122-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1202,ANA MARIA LOZANO HOUSING PROJECT,WEBB,WEBB,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,19,413,0,413,19,421,0,421,0,0,0,0,421,834
01122-1203,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1203,BENAVIDES BOYS & GIRLS CLUB,WEBB,WEBB,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,20,3269,0,3269,20,3319,0,3319,0,0,0,0,3319,6588
01122-1203,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1203,BENAVIDES BOYS & GIRLS CLUB,WEBB,WEBB,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,19,3152,0,3152,19,3278,0,3278,0,0,0,0,3278,6430
01122-1204,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1204,BRUNI PLAZA LIBRARY,WEBB,WEBB,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,16,172,0,172,16,191,0,191,0,0,0,0,191,363
01122-1204,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1204,BRUNI PLAZA LIBRARY,WEBB,WEBB,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,15,83,0,83,15,131,0,131,0,0,0,0,131,214
01122-1205,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1205,CARLOS RICHTER COURTS,WEBB,WEBB,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,19,324,0,324,19,386,0,386,0,0,0,0,386,710
01122-1205,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1205,CARLOS RICHTER COURTS,WEBB,WEBB,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,19,317,0,317,19,328,0,328,0,0,0,0,328,645
01122-1207,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1207,CIGARROA RECREATIONAL CTR,WEBB,WEBB,2018-06-01T00:00:00.000,20,311,0,311,0,0,0,0,20,567,0,567,0,0,0,0,0,0,0,0,0,878
01122-1207,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1207,CIGARROA RECREATIONAL CTR,WEBB,WEBB,2018-07-01T00:00:00.000,19,339,0,339,0,0,0,0,19,553,0,553,0,0,0,0,0,0,0,0,0,892
01122-1208,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1208,COLONIA GUADALUPE,WEBB,WEBB,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,20,330,0,330,20,389,0,389,0,0,0,0,389,719
01122-1208,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1208,COLONIA GUADALUPE,WEBB,WEBB,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,19,435,0,435,19,466,0,466,0,0,0,0,466,901
01122-1209,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1209,E. HACHAR RECREATION CENTER,WEBB,WEBB,2018-06-01T00:00:00.000,5,203,0,203,0,0,0,0,5,188,0,188,0,0,0,0,0,0,0,0,0,391
01122-1209,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1209,E. HACHAR RECREATION CENTER,WEBB,WEBB,2018-07-01T00:00:00.000,19,254,0,254,0,0,0,0,19,387,0,387,0,0,0,0,0,0,0,0,0,641
01122-1210,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1210,MARCOS J. ARANDA RECREATIONAL CENTER AND BOXING RING,WEBB,WEBB,2018-06-01T00:00:00.000,5,131,0,131,0,0,0,0,5,155,0,155,0,0,0,0,0,0,0,0,0,286
01122-1210,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1210,MARCOS J. ARANDA RECREATIONAL CENTER AND BOXING RING,WEBB,WEBB,2018-07-01T00:00:00.000,19,680,0,680,0,0,0,0,19,866,0,866,0,0,0,0,0,0,0,0,0,1546
01122-1211,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1211,Triumph Public High School – Laredo North,WEBB,WEBB,2018-06-01T00:00:00.000,20,275,0,275,0,0,0,0,20,266,0,266,0,0,0,0,0,0,0,0,0,541
01122-1212,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1212,IGLESIA CRISTIANA MISERICORDIA,WEBB,WEBB,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,5,2323,0,2323,0,0,0,0,0,0,0,0,0,2323
01122-1213,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01122,LAREDO ISD,Educational Institution,School Food Authority,1,5,1213,M. Benavides Recreation Center,WEBB,WEBB,2018-06-01T00:00:00.000,5,115,0,115,0,0,0,0,5,141,0,141,0,0,0,0,0,0,0,0,0,256
